Company Name,Company Link,Description,Location,Founder Email
Everywear,http://everywear.com/,"Everywear is a personalized recommendation service for retailers and brands that uses machine learning to expertly guide the customer shopping experience. Our platform establishes direct conversations with shoppers through automated product and styling recommendations online and in-store, as well as personalized retargeting and content marketing solutions.
Founder: Brandon Holley
founders@everywear.com

Website
@everywearllc",Enterprise,
Farmivore,,"Farmivore is a box subscription service for the $1.7B at-home juicing and smoothie market.  We deliver a weekly box of produce containing pre-portioned ingredients to make nutritious, great-tasting juices and smoothies.  Our service helps subscribers discover new recipes and eliminates the time required to plan, shop and prepare ingredients.  Our mission is to help people cultivate and sustain healthy eating habits.
Founders: Greg Levitt, Ray Xiong
founders@farmivore.com",Consumer,
Felix Gray,http://shopfelixgray.com,"Felix Gray is an affordable, fashion-forward eyewear brand built to address eye health in the digital age. Our glasses protect your eyes from the damaging effects of screens with specialized lenses that filter blue light and eliminate glare. This means less eyestrain, better sleep and improved overall eye health.
Founders: David Roger, Chris Benedict
founders@shopfelixgray.com

Website
@felixgrays",Consumer,
FieldCLIX,http://fieldclix.com/,"FieldCLIX is a SaaS platform for remote construction projects, including wireless, solar, and broadband. We help customers manage complex workflows and allow them to collaborate in real-time on project planning, ­field resource management, cost tracking, and more.  FieldCLIX maximizes field productivity, improves project profitability, and helps accelerate project timelines.  Over 30 companies are using FieldCLIX to optimize the management of their 5G construction projects.
Founders: Rob Tymchyshyn, Duane Kingma
founders@fieldclix.com

Website
@fieldclix",Enterprise,
Fingerprint,https://fingerprint.com/,"Fingerprint helps prevent fraud, spam, and account takeovers with their highly accurate browser fingerprinting as a service. The company’s JavaScript technology combines hundreds of signals inside a browser to generate a unique identifier that can be used to detect fraudulent users. Fingerprint has 5m+ downloads and is actively used on more than 8,000 websites.
Founders: Dan Pinto, Valentin Vasilyev


Website",★,
Fisecal,https://fisecal.com/,"Fisecal is automated financial planning and cash flow underwriting software that delivers actionable financial plans in seconds, providing a path to financial stability for the 157 million Americans living paycheck to paycheck. Users can then opt into a marketplace offering them products and services customized to their comprehensive financial profile.
Founder: Lou Abrams
founders@fisecal.com
 

Website
@fisecal on Instagram",Consumer,
Flextrapower,https://www.flextrapower.com/,"Flextrapower is a technology platform for preventative diabetic health care. Our first product, a smart insole with a proprietary embedded graphene sensing system, passively monitors the skin’s physiological signals in order to detect early signs of foot ulcers. This simplifies patient self-monitoring and reduces the frequency of doctor visits.
Founder:  Linh Le
founders@flextrapower.com

Website
@flextrapower",Consumer,
Flourish Fi,https://www.flourishfi.com/,"Flourish Fi is a San Francisco, CA-based customer engagement and financial wellness platform. The team at Flourish is redesigning the way people interact with money using AI and behavioral science. We license our SaaS platform to banks, credit unions, fintechs and others to drive loyalty, deepen relationships, and increase revenue.
Founders: Pedro Moura, Jessica Eting
founders@flourishfi.com

Website
@FlourishFi",Enterprise,
Flow,https://www.flowplaces.co/,"Flow is an app that gives users on-demand access to the best nearby co-working spaces, gyms, spas, and experiences. We help local businesses attract customers and fill underutilized space by offering a flexible pay-as-you-go alternative to restrictive memberships and book-in-advance commitments. Flow is currently available at over 50 locations in London where users can find, access, and pay for the places they need when they want them.
Founder: Mark Smukler
founders@flowplaces.co

Website
@flowplaces",Enterprise,
Flume Health,https://www.flumehealth.com/,"Flume Health is a platform that connects self-insured employers directly with healthcare providers to facilitate prompt-pay discounts for patient care. Flume Health reduces employer costs by 20%-60%, pays physicians at the time of service, and gives employees flexible treatment options.
Founder: Cedric Kovacs-Johnson
founders@flumehealth.com

Website",Enterprise,
Flyhound,https://www.flyhound.com/,"Flyhound is a patented solution that saves lives, time, and money by allowing public safety agencies and enterprises to find people in emergencies 100X faster.  Our software enables existing drones to rapidly locate and identify mobile phones on the ground and inside buildings to assist in rescue efforts, locate missing persons, evacuate disaster victims, find criminal suspects, and more in minutes not days.
Founders: Manny Cerniglia, Antonio Albanese
founders@flyhound.com

Website",Enterprise,
FoodFul,http://dairyx.foodful.farm/,"FoodFul is a monitoring solution for dairy cows. Our DairyX product uses a combination of sensors and cloud-based software to measure feed efficiency, monitor bovine health, and reduce on-farm visual inspections. We modernize outdated practices by allowing farmers to make data-driven management decisions.
Founders: Joseph B. Tarnate, Xitang Zhao, Han Wang
founders@foodful.farm
 

Website
@FulFood",Enterprise,
Frank,,"Frank is a platform for lending & borrowing money from friends & family. Using behavioral psychology, it reduces the emotional and logistical friction from mixing money and friends. Whether a nephew’s bridge loan, a child’s down payment, or a friend’s medical bill, Frank makes it easy to use the most efficient funding source: friends and family
Founders: D’Arcy Coolican, Evan Abel, Lucas Coffman
founders@hifrank.com",Consumer,
Frontrunner,https://www.getfrontrunner.com/,"Frontrunner is a decentralized sports prediction market where users can buy shares of sports propositions and trade them like they would stocks or options. Unlike traditional sportsbooks where users place a bet and wait, Frontrunner gives users full control over their portfolios, allowing them to dynamically buy and sell positions as the odds change. By leveraging the power of free markets and the blockchain, we create transparent markets and liquid positions to reduce counterparty risk, create new types of sports-related markets, and fundamentally change the way in which people invest in their sports knowledge and beliefs. 
Founders: Neil Zhang, Brian Vander Schaaf, Eric Jiang, Nillan Patel
founders@getfrontrunner.com

Website",Consumer,
FROTH,http://froth.nyc,"FROTH (First Round on the House) is a data-driven experiential marketing platform for beverage brands. Through the mobile app, brands engage and activate their target customers with product tastings on-premise. Members, in turn, enjoy their first round drinks on the house at local venues, providing brands with their feedback and insights.
Founders: Catie Cole, Dae Lim, Harry Lee
founders@froth.nyc

Website
frothnyc on instagram",Enterprise,
Fund That Flip,http://fundthatflip.com,"Fund That Flip is an online lending platform providing short-term loans to underserved and overcharged residential real estate developers. Our technology brings scalable, accurate underwriting and efficient capital sourcing to this market. The result is lower rates for borrowers and an attractive product for yield-seeking investors.
Founders: Stephan Leccese, Dan Morena, Matt Rodak
founders@fundthatflip.com

Website
@fundthatflip",Enterprise,
Gen.G,https://geng.gg/,"Established in 2017, Gen.G is the leading esports organization connecting the U.S. and Asia. Ranked #7 in the inaugural Forbes list of the world’s most valuable esports companies, Gen.G is the only major organization that owns and operates top teams in the world’s leading esports markets — China, South Korea, and the United States.  Gen.G’s core mission is to help fans and athletes use the power of gaming and esports to get ahead in and beyond competition.

Website
@GenG",★,
GenEQTY,https://geneqty.com/,"GenEQTY is a financial data platform that enables banks and fintechs to capture, analyze, and transform raw SMB data into contextual insights. We help these service providers deliver the right products at scale, reducing cost to serve this massive and hard-to-reach market.
Founder: Dionne Gumbs
founders@geneqty.com


Website",Enterprise,
Genvision,https://www.genvision.ai/,"Genvision is an AI-enabled solution to measure carbon storage in natural assets. With this scientific and scalable method, we are enabling any landowner to sell carbon offsets to companies that want to offset their carbon footprint.
Founders: Emiel Cockx, Wout Stienaers
founders@genvision.ai

Website",Enterprise,
Get Maid,http://getmaid.com/,"Get Maid is an on-demand, premium maid service, currently available in NYC. With Get Maid, you can book instantly via iPhone and Android apps or at GetMaid.com and have a high-quality, vetted maid at your door within two hours. It’s all charged to your credit card on file – tax, tip, and eco-friendly supplies included.
Founders: Demetri Karagas, Steve Gutentag, Paul Ratajczyk, Van Shea Sedita, Justin Fargione
founders@getmaid.com


Website",Consumer,
Gigzolo,https://www.gigzolo.com/#/,"Gigzolo is a platform for finding and booking musicians, photographers, and other artists for events. We bring transparency to an inaccessible, fragmented industry, allowing customers to compare artists’ pricing, videos, and reviews. Customers can then interact directly with artists through text or video chat before booking online.
Founders: Nathan Meeks, Henry Tseng
founders@gigzolo.com

Website
@Gigzolo",Consumer,
Glia,https://www.glia.com,"Glia is a next-generation digital communications platform for companies to connect with their customers using Messaging, Voice, Video, CoBrowsing and AI. Glia serves Fortune 500 financial institutions that have high-consideration sales and support experiences need to deliver choice, continuity, and speed to their customers.
Founders: Daniel Michaeli, Justin DiPietro, Carlos Paniagua
founders@glia.com

Website
@GliaInc",Enterprise,
Goalsetter,http://www.goalsetter.co/,"Goalsetter is a goal-based savings platform for kids, powered by gifts given by those who love them. We let young people use birthdays and holidays to sign up for goals in three categories: saving for the future, sharing with others and spending on things that matter to them. With Goalsetter, the kids you love can save today’s gifts for tomorrow’s dreams.
Founder: Tanya Van Court
founders@goalsetter.co

Website
@goalsetterco",Consumer,
Grsp,http://grsp.com,"Grsp is a product analysis app that helps shoppers make better in-store buying decisions, avoiding impulse purchase regrets. We analyze data, including location, price, offers and reviews, to personalize real-time buy (or don’t buy) recommendations. In the process, we offer retailers a new channel to reach purchasers.
Founders: Edward Olebe, Emmanuel Simon
founders@grsp.com

Website",Consumer,
Hailify,https://www.drivehailify.com/,"Hailify is a logistics company focused on capturing and retaining driver supply for the gig economy using a Dynamic Job Optimization Switchboard that aggregates jobs across multiple partners and dispatches them across existing fleets to optimize driver utilization and profitability.
Founders: Nick Bhashyam, James Dorman
founders@drivehailify.com

Website",Enterprise,
Hazel,https://www.hellohazel.com/,"Hazel is a personal care brand empowering the modern woman over 50 – starting with incontinence. We’ve re-engineered the adult diaper, prioritizing fit, function, and aesthetics. Our patent-pending underwear uses new technologies and materials, offering her a disposable product that looks and feels like real underwear.
Founders: Steven Cruz, Aubrey Hubbell
founders@hellohazel.com

Website",Consumer,
HealNow,https://www.healnow.io/,"HealNow is an ordering and payments platform for pharmacies. We partner with pharmacies to reduce the number of phone calls and forms they receive via fax, by allowing patients to pay co-payments, schedule deliveries and enter medical information online. We enable pharmacies to offer frictionless online prescription payments for a faster on-boarding and payments process.
Founders: Halston Prox, Joshua Smith
founders@healnow.io

Website
@HealnowHQ",Enterprise,
HealthyChic,,"HealthyChic is a simple and complete way to shop for your Yoga Lifestyle needs – a $40 billion market ranging from apparel, nutrition and anti-aging, to gear and wellness accessories. We address the needs of the 20 million+ Yoga participants in the US, and provide an online experience that delivers inspiring products for a healthy body, mind and spirit.
Founders: Joel Fan, Michael Feldman, Andrea Gambardella
founders@healthychic.com",Consumer,
Helpen,https://www.helpen.com/,"Helpen brings transparency to the $20B corporate donation market. We provide the infrastructure to understand and communicate the flow of funds, the quantifiable impact they provide, and the location of that impact. With Helpen, corporate donors and foundations have a better idea of where to invest funds and generate valuable data for stakeholders.
Founder: Craig Sanders
founders@helpen.com

Website
@helpen_xyz",Enterprise,
Here,https://here.fm/,"Here is a new way for teams and friends to connect in personal, shareable and flexible video rooms.  Our mission is to create a sense of closeness even if you’re worlds away.  We do this by allowing people to create spaces where you meet to video chat, draw, write, upload pics and gifs, decorate and move around–all available in a web browser.  Here is expressive, creative and fun.

Website
@herehq",★,
heyMilo,https://www.heymilo.ai/,"heyMilo is a platform that allows companies to deploy Generative AI-powered agents. We help organizations scale end-user interactions, including for recruiting, customer support, marketing, user research, and more. Our Generative AI-powered agents help companies be more efficient and operate more effectively. 
Founders: Sabashan Ragavan, Ramie Raufdeen
founders@heymilo.ai

Website
LinkedIn",Enterprise,
HighSide,https://highside.io/,"HighSide is an enterprise cybersecurity platform for secure communications. HighSide is the most secure way for teams to chat and share files online, exceeding the compliance requirements for regulated industries including finance, healthcare, legal and government.
Founders: Brendan Diaz, Jonathan Warren, Andy Johnson
founders@highside.io

Website
@highsideio",Enterprise,
HoneyFlower Foods,https://honeyflowerfoods.com/,"HoneyFlower Foods is a food company making innovative, plant-based grab-and-go products for retail, grocery, and offices. Our zero-waste recipes use scalably sustainable ingredients and give consumers a great new option for healthy, convenient, delicious meals.
Founder: Nic Bash
founders@honeyflowerfoods.com

Website
@honeyflowerfoods on Instagram",Enterprise,
Hopscotch,https://www.joinhopscotch.com/,"Hopscotch is a SaaS platform that empowers pediatric behavioral health providers with digitized treatment programs for in-person and virtual use. Providers are able to leverage gamified interventions for patient sessions and follow-up care, tools to enable data-driven care, and dedicated family/child portals.  We improve patient outcomes through adherence to treatment follow-up, expand access to care, and give providers and families transparency into the child’s progress. 
Founders: Marla Beyer, Biju Kalissery
founders@joinhopscotch.com

Website
JoinHopscotch",Enterprise,
Houdini,,"Houdini is a digital outsourcing platform that allows businesses to outsource repetitive tasks to crowds of workers over the web.  We improve the quality of worker marketplaces, like Amazon’s Mechanical Turk, using proprietary automation and quality control technology that helps companies find and leverage the best workers for any given task.
Founders: Muhammad At-Tauhidi, Chris Conley",Enterprise,
Hyro,https://www.hyro.ai/,"Hyro is a conversational AI platform that allows enterprises to easily add voice and chat capabilities to their websites and mobile apps. We allow customers to have two-way conversations that simplify their access to relevant information. Starting with healthcare, we enable organizations to better engage with their existing customers and reduce the cost of customer support.
Founders: Rom Cohen, Israel Krush, Uri Valevski
founders@hyro.ai

Website",Enterprise,
Hyve,https://hyve.ai/,"Hyve is a data-driven fleet operating system. Hyve optimizes maintenance operations by predicting optimal times for maintaining vehicles, and also integrating service, scheduling, and payments with vendors. We are building an end-to-end solution across multiple fleet ecosystem vendors, including maintenance, fueling, insurance, and safety.
Founders: Samy Abisaleh, Eduardo Simon Martinez
founders@hyve.ai

Website",Enterprise,
Idenati,https://idenati.com/,"Idenati is a web app that consolidates all of your online activity into a single application. We leverage APIs to build integrations with the tools you use every day, allowing you to read emails, check your calendar, even manage your finances, all without switching apps or opening multiple tabs.
Founders: Jeremy Hurst, Zachary Winters
founders@idenati.com

Website
@idenati",Consumer,
Immersive Systems,http://www.immersivesystems.io/,"Immersive Systems is a software company changing the way we explore, experience, and share data and stories. Our sports media platform seamlessly combines interactive data visualizations, multimedia, and social interactions to create deeply engaging mobile and augmented reality experiences for sports fans. Immersive Sports is available for basketball and will expand to esports, soccer, and more.
Founders:  Jason Simmons, Sandra Smith
founders@immersivesystems.io
 

Website
@immerseOS",Consumer,
Ink Hunter,http://inkhunter.tech,"InkHunter is an augmented reality platform that brings superior AR capabilities to mobile apps. Without sacrificing speed or performance, our technology allows brands and developers to deliver high-quality AR experiences on mobile devices. Our first app, bringing AR to tattoos, has more than 9M downloads since launch.
Founders: Oleksandra Rohachova, Pavlo Razumovskyi
founders@inkhunter.tattoo

Website
@inkhunterapp",Consumer,
Inner World,https://www.inner.world/,"Inner World has built the mental health clinic of the metaverse. Help Club, our social virtual world, provides 24/7 access to real-time peer support delivered by our accredited coaches. People log in as anonymous avatars using phones, computers, or VR headsets to attend groups and learn evidence-based tools for coping with mental health issues, and connect with a supportive community.
Founders: Noah Robinson, Callum Golds, Tanner Netterville, Shawn Glinter
founders@inner.world

Website
Inner World on Discord",Consumer,
inside voices,https://www.insidevoices.io/,"inside voices is B2B software that helps companies improve diversity by retaining underrepresented employees. Our platform tracks employee sentiment over time and targets struggling employees with independent, confidential coaching that stops issues from snowballing into crises. By tackling retention, we make diversity efforts more efficient, so companies can achieve more while spending less.
Founder: Ekow Sanni-Thomas
founders@insidevoices.io


Website
@insidevoices.io on Instagram",Consumer,
Intenseye,https://intenseye.com/,"Intenseye is an AI-powered video analytics platform for workplace safety. Manufacturing facilities connect their existing cameras to our cloud software within minutes without any hardware or sensor requirements.  Intenseye’s deep learning models then analyze worker body posture, personal protective equipment, and danger zone violations in real time.
Founders: Serhat Cillidag, Sercan Esen
founders@intenseye.com

Website
@intenseye",Enterprise,
iSharing,http://isharingsoft.com/en/,"iSharing is an app that provides a real-time locator service allowing family and friends to share location information and instantly communicate. We help parents and caregivers reduce anxiety around the whereabouts of loved ones with easy tracking and alerting messages.  A leader in Asia, we have recently launched in the US.
Founders: Reese Cho, Yongjae Chuh
founders@isharingsoft.com

Website
@isharingsoft",Consumer,
JobStep,https://www.jobstep.co/,"JobStep is a data company that gets the right candidates to the right employers at the right time. We are the first to capture where and why similar individuals are getting offers. We use those data insights to accurately match and automatically apply to jobs on behalf of job seekers. 100% got interviews, and 63% received offers in 3 months–2X faster than the national average.
Founder: Eleanor Meegoda
founders@jobstep.co

Website
@jobstepco on IG",Consumer,
Karate Health,http://karatehealth.com,"Karate Health is a platform that helps people with chronic, autoimmune conditions, like lupus, better learn about and manage their health. By combining peer relationships with medication/side effect tracking and education materials, our users have the tools needed to play an active role in their healthcare.
Founders: Arif Sorathia, Brett Adelman
founders@karatehealth.com

Website
@karatehealth",Consumer,
Kaster,https://www.kaster.app/,"Kaster is a communication platform built to solve the phone, email, and text chaos between general contractors and trade partners on construction projects. The company provides risk mitigation solutions to improve project lead times and avoid costly delays, disputes, and claims.
Founders:  Joseph Leiva, Habib Haider
founders@kaster.app

Website
@KasterApp",Enterprise,
Katapult,https://katapult.com/,"Katapult  is the leader in e-commerce point-of-sale purchase options for nonprime U.S. consumers. Katapult provides cutting-edge technology that integrates seamlessly with online platforms, enabling its retail partners to expand their customer base, increase transactions, and grow revenue.
Founders: Brandon Wright, Chinedu Eleanya


Website
@katapultpay","Consumer, Enterprise",
Keye,https://www.keye.co/,"Keye is a platform that gives knowledge workers bite-sized access to the content and tools they need to be successful. Our subscription gives access to professional-grade data from sources like Crunchbase and Statista, alongside tools like Grammarly and Codeacademy instantly, at a fraction of the usual price, with no long-term commitments.
Founders: Rohan Parikh, Paolo Fornasini
founders@keye.co

Website
@keye_co",Consumer,
KidzToPros,https://kidztopros.com/,"KidzToPros is a service provider and marketplace for after school enrichment programs, camps and structured recess. Parents use our trusted network to find the right enrichment for their kids; schools utilize our platform to offer structured enrichment during school hours.
Founders: Pooja Shah, Shane Fernandes
founders@kidztopros.com

Website
@KidzToPros",Consumer,
KitSplit,http://kitsplit.com,"KitSplit is a rental marketplace for cameras and related equipment, including lights, lenses, and virtual reality rigs. KitSplit expands the rental industry by bringing $30 billion in privately owned gear into the market. We find, insure, and deliver gear on demand, creating an easy, seamless rental experience.
Founders: Ken Amarit, Kristina Budelis, Lisbeth Kaufman
founders@kitsplit.com

Website
@kitsplit",Enterprise,
Koa,http://koaplatform.com,"Koa is a software platform for buyers and sellers of mortgage loans and other credit instruments. We provide an end-to-end deal and loan management system allowing our clients to better manage, analyze and execute on their loan investments. Koa’s clients benefit from significant cost savings and increased profits.
Founder: Mike Hartman
founders@koaplatform.com

Website",Enterprise,
kommu,https://gokommu.com/,"kommu is a connected home-sharing and travel network, linking travelers with their trusted circles. It empowers travelers to share their homes with trusted friends, family, and communities on their terms. Through kommu, users manage their home-sharing preferences and learn when friends are in the same city, fostering real-life connections during their trips.
Founders: Bo Abrams, Gus Woythaler 
founders@gokommu.com

Website
Twitter",Consumer,
Ktchn Apothecary,https://www.ktchnapothecary.com/,"Ktchn Apothecary produces the freshest skincare available. Other skincare is formulated to sit on a warehouse shelf for 2+ years, so it’s filled with shelf-stabilizing chemical clutter. We make our formulas fresh at our in-house, just-in-time manufacturing facility with more of the skin-nourishing ingredients customers want —and none of the chemical clutter for more beautiful results.
Founder: Kevin Lesser
founders@KtchnApothecary.com

Website",Consumer,
Lately,http://trylately.com,"Lately is a social AI content and social media programs software company. We use AI to automatically transform longform content like blogs, podcasts and videos into dozens of “smart” social posts it learns will yield the highest engagement from your audience.
Founders: Kate Bradley Chernis,  Steve Blood, Jason DeBacco
founders@trylately.com

Website
@trylately",Enterprise,
LearnLux,https://learnlux.com/#home,"LearnLux is a destination that teaches Millennials financial literacy as it guides them through personal financial decisions. Using interactive tools, individuals learn about their financial needs and options while also earning credit toward new accounts. We then connect financial institutions with this hard to reach demographic.
Founders: Rebecca Liebman, Michael Liebman
founders@learnlux.com

Website
@learnlux",Consumer,
LetGive,,"LetGive provides a platform that connects application developers, charities, and socially conscious consumers. The platform lets developers turn their applications into fundraising vehicles for nonprofits and charities in the LetGive network.
Founders: Josh Abdulla, Elizabeth Fastiggi",Enterprise,
LetsWombat,http://www.letswombat.com/,"LetsWombat helps brands get their product into the hands of consumers in a targeted and trackable way. It is like an ad network for events. We aggregate events into a web-based tool that brands use to select audiences to reach and share product with. We then use data captured at the event to provide detailed reporting and analytics (reach, feedback, ROI, etc.).
Founders: Hannah Brooks, Sebastian Gutierrez
founders@letswombat.com

Website
@letswombat",Enterprise,
Lever,https://app.levercard.com/,"Lever is a smart wallet platform that helps credit card users optimize rewards by automatically using the best card in their wallet for each transaction at the point of sale, based on user reward goals and preferences.
Founder: Amir Vardi
founders@levercard.com

Website",Consumer,
Leverage,https://www.lvrg.ai,"Leverage enables companies to better manage their supplier relationships, providing a holistic view of supplier engagements and a single focal point for managing activities from day-to-day operations to strategic supplier reviews and contract negotiations.
Founders: Andrew Stroup, Nadav Ullman
founders@lvrg.ai


Website",Enterprise,
Lilo Health,https://lilo.one/,"Lilo Health is a kidney disease care solution that helps nephrologists keep their patients safe and engaged between consultations. We use a combination of technology and care management teams to bridge the gap between the 37 million Americans who require care and the 9,000 specialists available to treat them. Lilo is covered by Medicare.
Founders: Thibault Jacquemart, Alexandra Bendicakova
founders@lilo.one

Website",Enterprise,
Lingo Live,https://www.lingolive.com/,"Lingo Live is a customized language coaching platform for the world’s most innovative tech companies. We improve communication for diverse teams domestically and across the globe.
Founders: Tyler Muse, Alex Au
founders@lingolive.com

Website
@lingo_live",Enterprise,
Locality,,"Locality has developed the industry’s most comprehensive local search experience, covering 60 different services available in more than 10,000 cities. Locality’s proprietary data collection system helps consumers find the information they seek to connect with merchants that best meet their needs.
Founders: Jay Shek, Jeremy Clemenson
founders@locality.com


@localityteam",Consumer,
Machinio,https://www.machinio.com/,"Machinio is a search engine for buying and selling used industrial equipment. We offer the most comprehensive resource for finding heavy machinery, currently delivering more than a million listings via our unique platform. Find your next tractor, lathe or bulldozer instantly on Machinio.com.
Founders: Dmitriy Rokhfeld, Dan Pinto
founders@machinio.com

Website
@machinio",Enterprise,
Macromeasures,http://macromeasures.com,"Macromeasures is a platform that collects public, unstructured data and transforms it into actionable customer-level intelligence for brands.  We allow brands to increase the effectiveness of their marketing and advertising efforts by more accurately identifying and segmenting their customers – and making that data actionable across channels.
Founders: Wendy Liu, Vasu Nadella, Matt Tan, Toby Welch-Richards
founders@macromeasures.com

Website
@macromeasures",Enterprise,
Magpie,http://www.yourmagpie.com/,"Magpie is a one stop shop to help consumers manage their portfolio of luxury goods and collectibles as a true asset class. Our technology creates a digital vault, automates authentication, and drives pricing transparency for emerging assets from sneakers to handbags to baseball cards. We make recommendations and offer services like insurance throughout the entire ownership lifecycle to maximize the financial and secondary benefits of luxury collections.
Founders: Kathryn Harrison
founders@yourmagpie.com

Website
your_magpie",Consumer,
Maivino,https://maivino.com/,"Maivino is a subscription service for high-quality wine specially packaged to stay fresh for six weeks after the first pour. We curate undiscovered wines and make them accessible and affordable for everyday enjoyment by sourcing directly from small-batch producers. We then ship them to customers in our proprietary bag packaging.
Founders: Mai Vu
founders@maivino.com 

Website
@its.maivino",Consumer,
Makers Alley,http://makersalley.com/,"Makers Alley is a curated marketplace of custom goods for the home. We help the people spending $70B/year in furniture and home goods buy affordable custom pieces instead of the same, mass-manufactured products. We curate the best artisans, provide custom options, and deliver the goods to your door- all at a reasonable price.
Founders: Sandy Lin, Dan Goldin, Marc Schäffner-Gurney
founders@makersalley.com

Website",Consumer,
Masonry,https://masonryhq.com/,"Masonry is automation software for multi-family property management. Masonry optimizes maintenance operations and provides data analytics and insights for managers, which dramatically reduces costs, lowers risk, and offers a better resident experience.
Founders:  Jonathan Foux, Travis Hardman
founders@masonryhq.com

Website",Enterprise,
Maverick Retirement,https://www.maverick401k.com/,"Maverick Retirement is a specialized online bank account that lets individuals easily invest retirement funds into alternative assets like real estate, startups, and more. Unlike traditional self-directed IRAs, there are no transaction fees, no AUM fees, and no waiting for a third party to execute customer investments.
Founder: Jon Elling
founders@maverick401k.com

Website
@MavericksRetire",Consumer,
MedAux,https://www.medaux.com/,"MedAux  is an electronic medical record for outpatient care. Our text-based product automates outpatient follow-ups and records real-time clinical data inside the hospital EMR. We send automated multilingual follow-ups via text message and capture real-time clinical data for more efficient delivery of clinical care.
Founders: Elnaz Sarabchian, Behzad Jazayeri, Ali Alavi
founders@medaux.com

Website",Enterprise,
MedCompli,https://medcompli.com/,"MedCompli is a compliance program management system purpose-built for medical devices, pharmaceuticals, and biotech companies.  We provide an agile Governance, Risk & Compliance (GRC) cloud solution that combines powerful functionality with intuitive design to enhance enterprise GRC programs and simplify burdensome compliance requirements.
Founder: Christopher Gingras
founders@medcompli.com

Website
@medcompli_inc",Enterprise,
meMR Health,https://memrhealth.com/,"meMR automates medical record retrieval workflows for outpatient practices, value-based care (VBC) provider groups, and virtual care clinics. We retrieve, summarize, and structure comprehensive patient records that are delivered to providers and clinical staff on our web and mobile platforms – all in the click of a button.
Founders: Nishant Hari, Priya Hari, Alex Daniels
founders@memrhealth.com


Website
@memrhealth",Enterprise,
Mentore,https://mentore.ai/,"Mentore is a software for manufacturers and warehouse employers to train, qualify and retain workers. Mentore’s software collects and analyzes biomotion and computer vision from the floor to coach qualified and accountable workers. Mentore has customers in food processing, electronics, medical device, distribution and automobile space across the US, Japan and Chile. Mentore’s customers span across 3 countries by 20 factories in 5 industry verticals.
Founders: Jason Guss, Apoorva Kiran
founders@mentore.ai

Website",Enterprise,
Metatate,https://www.getmetatate.com/,"Metatate is a data-privacy layer for the enterprise. Our platform offers simple management of consumer privacy rules for complex legal, regulatory, and commercial environments. Cross-functional teams use Metatate’s intuitive templates and visual workflows to collaborate on privacy-based data restrictions, creating a system-of-record for data use cases.
Founder: Sean Wagner
founders@getmetatate.com

Website",Enterprise,
Metropolist,,"Metropolist publishes collaborative “best of” lists for any local topic imaginable – everything from “LA’s 25 Most Decadent Burgers” to “Boston’s 10 Dentists Who Won’t Make Your Toddler Cry.” Our system combines curated topic selection with user voting to produce relevant, comprehensive, up-to-date rankings.
Founders: JC Goodrich, Joel Gilley",Consumer,
Mezzobit,https://www.mezzobit.com/,"Mezzobit‘s turnkey solution for digital publishers and marketers simplifies and optimizes everything related to internet data collection. Its free core platform dramatically accelerates website performance while cutting IT maintenance. Mezzobit also enables visibility and control of third-party data collection, helping to stem the flow of data leakage that now costs billions each year in lost advertising and sales revenue.
Founders: Joseph Galarneau, Joseph Titlebaum, Ihab Rimawi
founders@mezzobit.com

Website
@Mezzobit",Enterprise,
MobilePhire,https://www.mobilsense.com/meet-our-people/,"MobilePhire is a cloud-based platform for managing internet usage of cellular-connected assets. Our software is directly integrated with wireless carrier networks, enabling us to provide our customers with real-time visibility and control of their cellular data usage.
Founders: Chebem Chukwu, Michael Tremer, Michael Zhao
founders@mobilephire.com

Website
@mobilephire",Enterprise,
Modern Ritual,https://getmr.com/,"Modern Ritual is a tele-dermatology platform for point-of-care providers. Its spot check service enables non-dermatology care providers, such as retail pharmacies and primary care centers, to take dermoscopic, high resolution images of patient’s skin lesions. Its network of board certified dermatology providers then provide a virtual risk assessment while supporting in patient care navigation within 2 business days. The Modern Ritual dermatologist-founded solution is convenient, affordable and accessible for patients and providers.
Founders: Elianna Goldstein, Dr. Beth Goldstein
founders@getmr.com

Website
GetMr2",Enterprise,
ModernFi,https://modernfi.com/,"ModernFi empowers banks of all sizes to better serve their communities. ModernFi’s technology is fundamentally improving how banks across the country operate, improving the financial health of both banks and the people they serve.
Founders: Paolo Bertolotti, PhD, Adam DeVita
founders@modernfi.com

Website",Enterprise,
Molo,http://getmolo.com/,"Molo is a SaaS platform for the boating industry. We transform the way marinas, yacht clubs, and shipyards operate, by managing customers, vessels, reservations, service, slip availability, accounting integration, and payment processing. Our technology helps marine businesses increase their revenue, decrease administrative burden, and better engage with their customers.
Founders: Lucas Isola, Rocko Stojiljkovic
founders@getmolo.com

Website
@getmolo",Enterprise,
Monaeo,https://monaeo.com/,"Monaeo simplifies tax compliance with its next-generation data analytics platform. It automates the inadequate manual process of gathering employee location data, giving enterprises complete clarity with their multi-jurisdiction tax compliance, optimization and audit defense processes.
Founders: Nishant Mittal, Anupam Singhal
founders@monaeo.com

Website
@Monaeo",Enterprise,
