Company Name,Company Link,Description,Geography
Concerto Biosciences,http://concertobio.com/,"Concerto Biosciences discovers and develops microbial ensembles that accomplish useful functions in solving skin diseases and other medical conditions. Its patented, high-throughput platform kChip constructs massive datasets by screening millions of defined microbial communities.",New England
Confirm,http://confirmhr.com/,Confirm is a data-driven hiring platform that enables employers to get full visibility into candidates’ professional trajectory. It uses deep reference checks and state-of-the-art assessments to reduce bias in the hiring process and enable employers to make the right hire every time.,California
Constru,http://constru.ai/,Constru is an AI-enabled construction management platform. Their solution uses computer vision technology to identify construction errors as compared to plans.,Middle East
Consumer Physics,http://www.consumerphysics.com/,"Consumer Physics sells SCiO, the first sensor that hovers over and determines the quality and content of foods and substances on iPhones. It uses a micro-spectrometer, absorbing light reflected off an object to determine the object’s chemical makeup.",Middle East
Company Name,Company Link,Description,Geography
Context Engines,,"Context Engines was a software organization tool for users’ digital life. The platform analyzed and organized data from users’ applications, creating up-to-date “virtualsmart folders” with relevant items and projects.",California
Contraline,http://www.contraline.com/,"Contraline is developing the first reversible male contraceptive medical device. They are using new advancements in hydrogel technology to develop Adam, a male version of the IUD.",Mid-Atlantic
Conversa,http://conversahealth.com/,Conversa is the provider of a healthcare conversation platform for patient relationship management and care coordination.,West Coast (x-CA)
Conversica,http://www.conversica.com/,Conversica is an AI-based sales automation platform designed to improve customer engagement. Intelligent virtual assistants contact and engage leads for businesses so they can attract and retain a higher rate of customers.,California
Copilot,https://www.copilot.com/,"Copilot (formerly Portal) is a complete client platform for services businesses. The platform offers built-in support for messaging, payments, and file-sharing; and help centers, a comprehensive API for automations and Custom Apps, and extensive support for customizations and white-labeling.",New York
Cornelis Networks,http://cornelisnetworks.com/,"A spinout from Intel, Cornelis Networks designs and sells high-performance interconnects, which are vital network infrastructure for supercomputers. Their hardware and software process and transmit data fast enough to match supercomputing processing power and storage.",Mid-Atlantic
Cortina,http://cortinaplatform.com/,Cortina is a SaaS Platform Helping eCommerce Brands Sell Additional Products on Their Own Site without Inventory or Capital Risk.,New York
CoScreen,http://coscreen.co/,"CoScreen turns users’ extended screens into their team’s desktop. Their collaboration solution lets remote teams do screen sharing via drag-and-drop, as if they were working side-by-side on the same desktop.",California
Costello,http://andcostello.com/,"Costello is an Enterprise SaaS company focused on sales enablement using a guided-selling process. Their platform uses proprietary AI technology and helps teams keep deals and conversations on track, turning sales insights into actionable practices.",Great Lakes
Cosy,http://www.cosyrobo.com/,"Cognitive Operational Systems, Inc. (COSY) develops technologies that aim to decrease expenses and increase revenue in retail stores via improved inventory. They use AI and machine vision to help minimize stock-outs and increase planogram compliance.",Mid-Atlantic
Crown Affair,http://crownaffair.com/,"Crown Affair is a beauty brand on a mission to make hair care an everyday ritual. The company offers innovative products online, enabling customers to restore and maintain their hair at home.",New York
Crstl,https://www.crstl.so/,"Crstl is a B2B SaaS company providing real-time visibility into key operational metrics, collaboration, and workflow automation across the e-commerce ecosystem. Crstl’s product dramatically reduces the burden on operators and analysts to manually detect operation inefficiencies, interruptions, and data munging. In many cases, its software can replace Google Sheets or Excel documents built by teams internally.",California
Cruisebound,https://www.cruisebound.com/,"Cruisebound is aiming to transform the booking process for the cruise line industry, which remains heavily reliant on the use of travel agents. Cruisebound offers a digital-first, simplified online platform that empowers customers to book their cruises via a self-service process.",Midwest
Cube Software,https://www.cubesoftware.com/,"Cube is a financial planning and analysis software with a lightweight user-centric SaaS platform. It aims to democratize financial planning and analysis by transforming the back-office of mid-market enterprises into a strategic, agile workplace of the future.",New York
Cultured Decadence,http://cultureddecadence.com/,Cultured Decadence is a cellular aquaculture startup creating novel methods to make crustacean products using cell culture and tissue engineering techniques. The company’s technology will create real animal products directly from cells without the need to continually harvest animals.,Midwest
CumulusDS,http://www.cumulusds.com/,"CumulusDS is an Internet of Things platform designed to manage end-to-end workflow. Their platform collects and structures data from digitally-enabled tools, verifying the quality and duration of a task, and delivering real-time workflow management.",New England
Curbside Health,https://www.curbsidehealth.online/,"Curbside Health’s app supports doctors through decision pathways while automating time-consuming and repetitive tasks like creating notes. It saves doctors’ time and reduces variability, improving financial and health outcomes. Living directly in clinics’ Electronic Health Records, the app takes in patient data, runs it through a rules engine, and suggests next steps. The provider then affirms, which triggers orders. For hospital systems, Curbside allows for continuous improvement of pathways through analytics vs. annual or semi-annual revision.",California
Curve Health,https://curvehealth.com/,"Curve Health’s integrated telehealth platform reduces patient transfers from skilled nursing and assisted living facilities to emergency departments by more than 50%. Curve combines telemedicine, a health information exchange, predictive analytics and smart billing into a single platform, resulting in higher quality care, and a significant return on investment, while ensuring a seamless patient experience.",New York
Cylera,https://cylera.com/,"Cylera’s centralized cybersecurity software is changing how hospitals and health systems manage their IoT and medical device security, offering threat detection with an automated response. Its agentless platform discovers devices, analyzes risks, and detects vulnerabilities. It helps reduce the attack surface and implement Zero-Trust, and continuously identifies threats or malicious devices.",New York
Cyrus Biotechnology,https://cyrusbio.com/,Cyrus Biotechnology is a pre-clinical-stage biotech company combining computational and experimental protein design and screening to create novel biologics for serious unmet medical needs. Cyrus is developing an early pipeline of innovative programs in multiple indications through its proprietary platform that improves both the efficacy and safety of natural proteins.,West Coast (x-CA)
Dance Church,http://dancechurch.com/,"Dance Church has developed a dance fitness platform that offers subscribers access to live dance fitness classes and its library of on-demand dance classes and workouts. Their Dance Church Go online streaming service provides improvisational dance classes led by professional dancers. Classes feature a series of movements, accompanied by a curated playlist of music, enabling subscribers to share in the excitement of dance and fitness workouts from home.",West Coast (x-CA)
Data.World,http://data.world/,"Data.World helps organizations and individuals solve problems faster by allowing them to quickly find and analyze data. Their data resource platform uses patented technologies to provide a broad set of ”data catalogs,” along with tools for analysis and collaboration.",South
Databento,https://databento.com/,"Databento is disrupting traditional financial data services by providing instant access to market data with a pay-as-you-go, utility-like model. Using a proprietary method, Databento allows any app, product, or team that uses market data to buy only the data they need in “bite-sized” pieces.",New England
Dataminr,http://www.dataminr.com/,Dataminr is a real-time information discovery platform that leverages AI and machine learning to detect and disseminate critical events for businesses and governments.Their AI platform equips clients in diverse industries with real-time information.,New York
Datanomix,http://www.datanomix.io/,Datanomix is a production scoring data analytics solution for small manufacturers. It provides innovative hands-free solutions for shop floor productivity and automatically fuses data from all machines into a production scoring system.,New England
DataXu,http://www.dataxu.com/,"DataXu helps marketing professionals reach a greater audience and improve advertising through innovative software. It improves ad impressions, cross-channel impressions, and TV targeting, helping businesses to utilize analytics and customer insights.",New England
Deako,http://www.deako.com/,"Deako is an IoT company that develops hardware and software products for smart homes. Through the Deako app and voice control, users can easily manage their home from anywhere.",West Coast (x-CA)
Deliverr,http://deliverr.com/,"Deliverr is a tech-enabled, asset-light fulfillment service that allows any online merchant to offer free two-day delivery across any channel. These channels may include Shopify, eBay, or the merchant’s own website, boosting e-commerce sales.",California
Dentologie,https://dentologie.com/,"Dentologie is reinventing the dentistry experience by creating the first digitally native, consumer-centric dentistry chain. The company is attracting new dental school grads with above-market comp and patients seeking the kind of convenient, pleasant, and technology-centric service that they’ve grown accustomed to in other facets of life.",Midwest
Deserve,http://deserve.com/,"Deserve offers credit cards, with no credit history or deposit required, using machine learning and many non-traditional data points that correlate to the user’s credit worthiness. Users can prequalify in just seconds, with no impact to credit score.",California
Determined AI,http://determined.ai/,"Determined AI is a machine learning tech company that revolutionizes the way deep models are trained and deployed. The company reduces time-to-market by increasing developer productivity, improving resource utilization, and reducing risk.",California
DevRev,https://devrev.ai/,"At a time when product-led growth (PLG) software is increasing in prevalence, DevRev’s end-to-end development platform connects creators more directly with customers to help them build products, support end users, and grow their businesses. Its platform leverages data, design, and machine intelligence to encourage developer / customer collaborations and bring customer needs and requirements to the fore as developers build new features, fix bugs, or address test regressions.",California
Dexai,https://www.dexai.com/,"Dexai Robotics aims to revolutionize the food industry with Alfred, a food-prep robot. This sleek, hygienic sous chef operates with unique machine-learning algorithms to provide efficient, automated kitchen help. Alfred’s hardware (a food safe-certified robotic arm, assistant arm, camera, tool changer, base, and computer) is customized to kitchen layouts and tasks in about 2-3 weeks. The first iteration of Alfred is for food assembly of dishes such as salads and grain bowls.",New England
Dextrous Robotics,http://dextrousrobotics.com/,Dextrous Robotics is working to change how logistics companies operate by building robotic manipulation solutions for the industry. They are building robots that will automate the unloading of boxes from shipping containers. Their Chopstick system combines hardware and software to create a unique grasping and manipulation approach to accomplish this task.,Southeast
Diamond Age,http://diamondage.us/,Diamond Age’s robotic construction technology significantly reduces costs while increasing efficiency. They provide a full-stack Robots-as-a-Service solution for firms seeking to address labor shortages.,California
Digiphy,https://digiphy.it/,"Digiphy is a no-code QR-marketing platform that creates contextually relevant digital experiences for physical products and customer touchpoints. With Digiphy’s smart packaging tools and storytelling templates, brands seamlessly bridge the physical to digital, going beyond the label to increase sales, validate authenticity, and build brand loyalty.",California
Digisure,http://digisureinc.com/,"DigiSure is an insurance, verification, and trust platform serving large marketplaces in the sharing economy by providing accurate individualized underwriting on a per usage or per rental basis. It enables data collection, machine learning, and more.",California
Dimension,https://getdimension.com/,"Dimension (formerly Trash Warrior) is an on-demand waste management and janitorial services platform. Dimension makes it easy for companies of any size to book reliable and accountable waste management services online and nationwide. Dimension pairs business customers with providers that match their needs based on customer preferences and location as well as provider details and rankings in the platform. It also considers factors such as availability, sustainability requirements, and pricing when pairing customers with providers.",California
Dimension Inx,https://www.dimensioninx.com/,"Dimension Inx is a biomaterials platform that develops therapeutic products to restore tissue and organ function, providing a 3D blueprint that directs cells to behave as intended. From bone regeneration to reproductive longevity, Dimension Inx’s internal product pipeline addresses multiple therapeutic applications.",Midwest
Divergent,http://www.divergent3d.com/,"Divergent Technologies is a platform that intends to revolutionize the automobile manufacturing process. They enable automakers to design and build new cars quickly, while lowering capital investment, production costs, and any potential environmental footprint.",California
Divibank,http://divibank.co/,"Divibank is a fintech that provides capital to Latin American startups and SMEs to boost their digital advertising programs through revenue-share agreements. Divibank has developed predictive models that look at customers’ ad performance, financials, and other data to generate funding offers.",South/Central America
Divinia,http://divinia.ai/,Divinia (formerly liberio.io) is a natural language processing company whose technology allows unsupervised machine learning to understand the sentiment of text. Its technology is available as a subscription search offering or SEO service with a transactional click-based pricing model,California
DNABlock,https://dnablock.com/,"DNABlock is a 3D animation platform that enables users to create 3D avatars and cinema-quality animated content and mint the NFT. On DNABlock’s virtual production platform, users with no animation knowledge can take their characters and narratives from concept to creation, producing photorealistic 3D avatars and cinema-quality animated content and easily mint an NFT of the results.",California
Dog Spot,http://www.dogparker.com/,"DogSpot (formerly Dog Parker) develops dog houses and dog parking services for U.S. retailers. They allow the owners to keep their dog in a safe place while shopping or running errands, and the houses come with heat and air conditioning for comfort.",New York
Domo,http://www.domo.com/,Domo develops intuitive software solutions for enterprise users. The software uses data science and real-time insights in order to connect employees with disparate data residing in silos across their organization in order to improve business results.,Mountain
Doms,https://domschicago.com/,"Dom’s hybrid kitchen and market redefines the neighborhood market into a place that elevates the ready-to-eat grocery segment to a restaurant-quality experience. Augmented by a digital strategy and e-commerce rollout, Dom’s ready-made food selections offer personalized and varied food options, while their restaurant features unique community experiences.",Midwest
Doorvest,http://doorvest.com/,"Doorvest has developed a real estate investing platform that helps investors identify and buy single-family rental properties. Their investor portal and advisory services enable investors to own high-yield rental homes entirely online. Doorvest works with each investor to create an investment plan and then buys, renovates, rents, and manages the property.",California
DOTS,http://www.dotscorp.com/,"DOTS has developed the first commercial allergen-detection device that is simple to use, economical, and portable. Their revolutionary diagnostics platform spans consumer and industrial applications, and primarily detects dangerous allergens in food.",New England
Dough,http://www.joindough.com/,"Dough is a feminist-inspired marketplace that discovers and promotes products made by women. They provide items from female-founded brands in areas such as fashion, skin-care, and home decor. Users can shop for a curated selection daily.",New England
Downstream Impact,http://www.downstreamimpact.com/,"Downstream is a platform that helps brands and agencies use automation to manage, scale, and optimize e-commerce advertising campaigns. The company optimizes businesses’ individual Amazon advertising to maximize their performance and efficiency.",West Coast (x-CA)
Drip,https://www.dripshop.live/,"Drip (Dripshop.live) is a rapidly growing live shopping marketplace for physical and digital collectibles, allowing interested parties to socialize and participate in digital trading, sales, and auctions. The company plans to build a token-enabled, community-owned, live, and social commerce platform. Unlike most other live shopping marketplaces, it offers web capability, crypto payments, gamification, native simulcasting, and OBS support.",California
Driveway,http://getdriveway.com/,"Driveway is a platform that connects customers with autobody technicians who can fix cars at a home or office. They eliminate the overhead of fixed locations while performing professional repairs ranging from minor parts replacement to dent repair, all guaranteed for life.",South
Droplette,https://droplette.io/,"Droplette's patented, hand-held facial skincare device generates a powerful, yet gentle nano-mist to infuse scientifically proven active ingredients deep into the skin--delivering 10x the outcomes of topical creams and serums. Droplette is using its platform technology to operate a successful direct-to-consumer facial skincare business model. It sells its micro-infuser device up front, plus tiered subscription options for infusion capsules which contain the active skincare ingredients.",New England
Duality,http://duality.ai/,Duality is a QA company that aims to increase safety and improve time to market for companies operating autonomous robotics. They aim to improve robot understanding of humans and robot-human interaction to create a better-running workplace.,California
Duffl,http://www.duffl.com/,Duffl seeks to build the world’s first net-carbon-neutral delivery service by bringing snacks and groceries to college students within 10 minutes via electric scooters. Duffl uses data to wholesale in-demand products and deliver them from retail storefronts on college campuses using scooters and a student-driven workforce. They also use interactive promotional events to foster communities on the campuses they serve.,California
Duplo,https://www.tryduplo.com/,"Duplo is a fintech that allows B2B companies in Africa to receive and make payments easily. Its platform enables businesses to digitize their receivables and payables, reduce time-to-cash, lower transaction costs, and generate more revenue from their business customers.",Africa
E25Bio,http://e25bio.com/,"E25Bio is a medical device company developing a finger-stick blood diagnostic test designed to detect dangerous mosquito-borne diseases. The test can be used at home or in a clinic, allowing fast and early diagnosis for people in the equatorial belt.",New England
EasyKnock,https://easyknock.com/,"EasyKnock offers two technology-enabled residential sale-leaseback services that enable homeowners to receive the money they need to achieve their financial and life goals. Their Sell and Stay service gives homeowners cash for their home’s value with the option of buying back their house or moving at any time. MoveAbility is a bridge product for homeowners planning on moving in the near-term, giving them cash for the value of their home without requiring a rushed move.",New York
Eclipse System,http://eclipsesystem.com/,Eclipse (formerly Pelvalon) is a medical device company addressing women’s fecal incontinence. The treatment that the company provides involves no drugs or surgery but a vaginal insert that allows women to discreetly control their bowel movement via a detachable pump.,California
Eclypsium,http://eclypsium.com/,"Eclypsium is a cybersecurity company addressing the major security loopholes that exist in network devices. They protect organizations from the foundation of their computing infrastructure upward, controlling the risk and stopping threats inside firmware of laptops, servers, and networking infrastructure.",West Coast (x-CA)
Ecosapiens,https://ecosapiens.xyz/,"EcoSapiens are a series of NFTs that enble consumer adoption of carbon offset purchases which traditionally have been bought by corporations. Each EcoSapien NFT is backed by 20 metric tons of tokenized CO2, equivalent to offsetting a year's worth of the average American’s carbon output. The company takes 50% of the transaction value fee, with the remaining half used to offset carbon emissions, which are then embedded into the NFT. The NFT is also the gateway to the EcoVerse, a full-stack Web3 platform where EcoSapiens congregate to advocate and strategize climate solutions and collaborate as agents for change.",California
Edge Payments,https://tryedge.com/,"Edge’s modern payments platform services every legal industry that accepts payments — starting with those labeled as “high risk” (e.g., fantasy sports, spirits, subscription services) and therefore excluded from more traditional payment processors. By offering unbiased payment solutions, Edge is able to increase conversions for merchants and streamline operations in one easy-to-use platform.",California
EeroQ,https://eeroq.com/,"EeroQ is an innovator in the field of quantum hardware, building a universal quantum computer using electrons on helium. EeroQ’S patented approach to quantum computing chips involves trapping electrons on helium. This allows for greater efficiency within a smaller chip and a uniquely scalable form factor.",Midwest
Eigen Therapeutics,https://eigentx.com/,"Eigen's automated platform will genetically fingerprint cancer cells, telling it how to make cancer more vulnerable to treatment.",California
Elevent,https://www.bookelevent.com/,"Elevent has developed a currated marketplace that connects companies with experience providers to deliver unique, memorable virtual and physical events. Their platform enables companies — especially those with remote workforces — to easily find, customize, and manage appropriate events. Elevent offers experiences focused on food & drink, crafts, self-care, games, excursions, fitness, entertainment, and education.",New England
Ellevest,http://ellevest.com/,"Ellevest is a transformative financial technology company created to help women achieve their financial potential. They use a method that encourages modern and low-cost investing, with a digital platform that is backed by a unique investing approach.",New York
Ellipsis Health,http://ellipsishealth.com/,Ellipsis Health is the developer of a behavioral biomarker technology that uses natural spoken language. They have developed a speech-based vital sign that leverages scalable analytics combining patient speech and clinical data to predict a patient’s health.,California
Embedded Financial,http://embed.com/,"Embedded is a Clearing & Custody API for broker dealers, RIAs, banks and fintech startups. ""They are developing a modular, white-label platform that allows fintech companies and financial institutions to<br /> offer securities trading services.""",West Coast (x-CA)
Emerald Cloud Lab,http://emeraldcloudlab.com/,"Emerald Cloud Lab is a single, comprehensive workspace designed to support biotech researchers’ entire scientific workflows. Emerald remotely conducts their experiments in a highly automated ECL facility, allowing scientists to easily organize data.",California
Emerge,https://emerge.io/,"Emerge is a consumer platform enabling the next level of human presence and connection, with a first product that leverages the human senses in digital communications. They aim to enable more meaningful, diverse, and engaging interactions in augmented, virtual, and mixed reality technologies.",California
Emissary,http://emissary.io/,"Emissary is a human intelligence network. Their platform, the Emissary Exchange, connects enterprise sales and marketing professionals directly to a community of over 12,000 talented senior and C-level executives who have recently worked at their most important accounts.",New York
Emme,http://meetemme.com/,EMME (formerly Cadence) is a connected platform meant for women to manage their birth control. It alerts women when they’ve forgotten to take their pillvand helps them understand their pregnancy risk based on their own personal data.,California
Emulate,http://emulatebio.com/,"Emulate creates living platforms that mimic the complexities of human biology to enable unprecedented insights into human biology and health. Their breakthrough organ-on-a-chip technology recreates the natural physiology and mechanical forces experienced within the human body in order to deliver clinically relevant, decision-worthy insights.",New England
Enable,http://enable.com/,"Enable has developed an enterprise platform to help manage complex rebate agreements with suppliers and customers. Users can easily set up complex rebate deals, calculate rebate earnings for every transaction line, and manage allocations.",California
EnAct Systems,http://enact-systems.com/,"Enact is the developer of a cloud-based, solar energy project management system. They have developed an end-to-end system that helps utilities, system installers, and building owners develop, install, and manage solar panels.",California
Enboarder,https://enboarder.com/,"Enboarder is an experience-driven people activation platform that transforms employee onboarding into an ongoing, rich, and consistent experience at scale. Enboarder has reimagined HR programs to create natural sequences that match employees’ journeys including onboarding, learning and development, change management, access to diversity and inclusion resources, and/or employee transitions.",Australia
EnCharge AI,https://enchargeai.com/,"Encharge AI is developing semiconductor hardware and software tools to dramatically improve the performance, energy, and cost efficiency of deploying AI at the edge. Its new chip provides speed and efficiency for AI applications such as self-driving cars, smart cities and factories, and healthcare.",Mid-Atlantic
Endless West,http://endlesswest.com/,Endless West is redefining the art and science of great spirits. The company has used molecular analysis of the world’s best whiskeys to create a high-quality spirit using a fraction of the usual resources.,California
EnergySavvy,http://www.energysavvy.com/,"EnergySavvy is a customer engagement platform for the personalized management of utilities. The company’s software helps to generate customer insights, drive customer engagement, and streamline customer operations to enable utilities sectors to overcome data gaps.",West Coast (x-CA)
Enko Chem,http://enkochem.com/,Enko Chem uses predictive analytics to develop products for farmers that protect their crops from pests and disease. Their proprietary technology platform represents a revolutionary approach to rapidly discover safe and economical solutions that are needed to ensure sustainable food production.,New England
Entendre Finance,https://entendre.finance/,"Entendre is an enterprise-grade finance system tackling the problem of accounting for business cryptocurrency holdings and on-chain activity. Its platform will automate nuanced Web3 accounting required by CFOs, controllers, and auditors. By aggregating data across disparate sources, Entendre gives businesses a full treasury view of their balances and activities.",New York
Epicore Biosystems,https://epicorebiosystems.com/,"Epicore Biosystems has initially developed a 'skin-like' microfluidic sensing platform that analyzes small droplets of sweat directly from the skin to drive personalized hydration and health management. Their wearable, patch-like analytics solutions noninvasively measure sweat biomarkers, skin health, and physiology in real time, enabling professional sports teams, weekend warriors, military research labs, and clinical researchers to measure hydration, stress, and fatigue, as well as monitor skin, kidney, and circulatory health.",New England
Equillium,http://equilliumbio.com/,Equillium develops first-in-class therapies to treat people with severe autoimmune disorders with unmet medical needs. They use a clinical-stage and first-in-class monoclonal antibody that selectively targets the novel immune checkpoint receptor CD6.,California
Esports One,http://esportsone.com/,"Esports One (E1) is the first all-in-one fantasy esports platform created for gamers, by gamers. Users can create a fantasy team to compete with others, as well as research players, read articles about the latest esports news, and watch live games.",California
Ethena,http://goethena.com/,"Ethena is a compliance training software platform aiming to reinvent how companies manage required employee training. Their evidence-based approach delivers personalized content in frequent, digestible doses via email and Slack nudges.",New York
ETHSign,https://ethsign.xyz/,"EthSign is a decentralized, versioned, and consensus-based electronic agreements-signing application built on Ethereum, IPFS, and Filecoin. EthSign provides basic functions such as private key signature, online drafting and decentralized storage of agreements, and process logs of agreement signing. All these features are provided in a decentralized, transparent, and privacy-protected manner.",California
Eva,http://evacenter.com/,Eva (formerly Higia) develops an accessible and non-invasive wearable device for breast cancer risk assessment. Their bio-sensing bra insert uses thermal sensing and AI to identify abnormal temperatures in the breast that can correlate to tumors.,South/Central America
EvaBot,https://evabot.ai/,"Evabot is a unique corporate “gifting-as-a-service” platform that digitizes and personalizes the relationship management process. The company uses AI, big data, and machine learning to create a smarter, more personalized, and more effective product for its clients.",California
Evernow,https://www.evernow.com/,"Evernow is a science-first telehealth platform that provides comprehensive, personalized menopause care and treatment for women through their multi-year journey. More than 55 million women in the U.S. are experiencing menopause symptoms, but 75% of those who seek care don’t get it. Evernow closes this gap while elevating care with prescription delivery and unlimited communication with its health team.",California
EverQuote,http://www.everquote.com/,"EverQuote is an online auto, health, life, and home insurance marketplace. Using EverQuote’s team of top analysts and business representatives, users can compare insurance quotes from agents and insurance providers to find the right insurance for them.",New England
Evident,https://evidentid.com/,"Evident is a fully automated, fully digital insurance verification platform designed to make it easy for businesses to reduce their third-party risk and improve compliance rates. The API driven platform helps Evident customers collect and analyze both individual and business credentials so they can make fast, informed decisions about engaging new third-party partners, prospective employees, franchisees, and more, without compromising their privacy.",Southeast
Excision Bio,http://excisionbio.com/,Excision Bio is focused on developing advanced gene editing therapeutics to treat life-threatening viral infections. The company's CRISPR-based therapies eliminate viral genomes from infected individuals.,California
Exicure,http://www.exicuretx.com/,Exicure is developing a new class of immunomodulatory and gene regulating drugs. Their proprietary spherical nucleic acid architecture is designed to unlock the potential of therapeutic oligonucleotides across a wide range of cells and tissues.,Great Lakes
Expectful,http://expectful.com/,"Expectful is a meditation and sleep app designed specifically for fertility, pregnancy, and motherhood. Their platform was created to make meditation and mindfulness practices easy for expectant and new moms.",California
Expo,https://www.getexpo.com/,"Expo (formerly Pared) provides next-gen Restaurant Performance Management (RPM) software for national, multi-unit restaurant companies to better align their back offices with front lines. Expo’s no-code visualization, machine learning, and intuitive interface gives companies the data they need to plan, manage, and become more agile.",California
EyeLevel,http://eyelevel.ai/,"EyeLevel.ai is a native marketing platform designed for easy integration into chat and conversational experiences. Brands receive an ad ecosystem, allowing them to advertise on third party chatbots and identify the type of campaign they want to run.",California
F0cal,http://www.f0cal.com/,F0cal is a web-based image analytics platform that enables enterprises to turn images and videos into business intelligence. Users can easily create an account and enable CircleCL integration and import a f0cal API key and export a SSH fingerprint.,New England
Fabric,http://meetfabric.com/,"Fabric is a financial technology company that makes the purchase of life insurance simple and affordable. Users can easily apply for affordable life insurance, create their wills, and organize their family’s important legal and financial information.",New York
FanUp,http://fanup.app/,"FanUp is a social gaming company that allows fans to bet on sports, fantasy sports, and esports. Their app allows users and their friends to compete for cash and prizes, with challenge-based contests, influencers, and engaging, personalized content.",Mid-Atlantic
FarmWise,http://farmwise.io/,"FarmWise develops farming robots to facilitate autonomous cultivation and organic farming with the mission of building sustainable farming at scale. They capture and analyze crop data, take optimal crop-specific interventions, and help farmers produce.",California
Fast Radius,http://fastradius.com/,"Fast Radius develops comprehensive additive manufacturing solutions, from application discovery to product design and testing, to industrial-grade production and global fulfillment. Users can discover newer applications and ultimately launch products.",Great Lakes
Fauna,http://fauna.com/,"Fauna is a developer of a globally-distributed, serverless, cloud database management system built for modern applications. It offers a flexible, developer-friendly, transactional database delivered as a secure, web-native API.",New England
FCF,http://fcf.io/,"Fan Controlled Football (FCF, formerly the Fan Controlled Football League) is building the future of sports entertainment. Their platform streams live games on an interactive video overlay where fans can participate in a draft, determine their team’s game roster, and call plays in real-time.",California
Feedcast,http://feedcast.me/,"Feedcast is the provider of a mobile-first application that aims to help podcasters monetize their content. Their platform allows creators to make and sell audio courses, including organizing and publishing supplemental material.",California
Fernish,http://fernish.co/,"Fernish is a premium furniture and decor rental service that makes it effortless to decorate a home. Customers choose items from a curated selection, pay monthly, and decide later which items they want to keep or return.",California
Fetch,http://fetchtruck.com/,"Fetch is a software-powered marketplace for on-demand truck and cargo van rentals. Their platform is augmented by a proprietary hardware device that locks or unlocks vehicles, tracks location with GPS, and collects telematic data, thereby automating fleet management at scale.",Southeast
Fido,https://fidocredit.com/,"Fido is a rapidly growing digital-lending platform that serves clients in Ghana and soon other countries covering the ~560M Sub-Saharan Africans who can’t access basic financial services such as loans through traditional banks. Powered by machine learning, Fido makes small personal loans through instant credit decisions based solely on a user's cell phone data. Its technology is entirely automated, highly scalable, capable of detecting fraud — and results in remarkably low defaults.",Africa
Fifth Season,http://fifthseasonfresh.com/,Fifth Season is positively disrupting the food industry by bringing advanced tech to farming. Their indoor farming system uses robotics and cutting-edge AI to streamline their vertical growing operation.,Mid-Atlantic
Finli,https://finli.com/,"Finli’s payment management system helps small-service businesses get paid in a timely and affordable way. Finli is ideal for freelancers, small business owners, professional coaches / trainers, home services providers, and more. Users can create and send invoices on desktop and mobile — for immediate payment or to schedule billing and payment in advance — for single events, packages, and subscription business needs. Users can also automate communications and digitize customer files online and access / modify anywhere anytime.",California
FinLocker,http://www.finlocker.com/,FinLocker is a consumer-enabled financial data platform that gives lenders access to critical borrower information. The platform allows users to easily streamline the origination and underwriting processes for mortgages and other financial products.,Midwest
FINsix,http://www.finsix.com/,"FINsix is a small, light power system for consumer electronics. It advertises itself as the world’s smallest laptop charger. It allows users to charge all devices from a single outlet and is 4x smaller and lighter than typical computer chargers.",California
Finwave,https://www.finwavesemi.com/,"Finwave develops high-performance Gallium Nitride (GaN) power electronic chips to solve energy-efficiency challenges and enable the potential of 5G. Finwave's GaN power electronic chips shrink the volume of many power electronics systems by 10x, while reducing power inefficiencies by at least half.",New England
Five to Nine,https://fivetonine.co/,"Five to Nine is a B2B SaaS that helps organizers for mid-market and large-scale enterprises manage and evaluate company events — both virtually and in-person. From employee resource group events and programs to manager training and recruiting events, the company helps organizers streamline program management into one tool. Its platform automates organizers’ busy work while helping to scale multiple events, integrate workflows, and collect insightful event analytics and feedback.",Midwest
Flatfile,http://flatfile.io/,Flatfile is a bulk data import solution for software products. The company provides AI-powered data refinement through an intuitive web app data importer that allows data from third parties to be pulled directly from where the data exists.,Mountain
Fleet Panda,http://fleetpanda.com/,"FleetPanda is a full-stack platform designed to manage fleet operations in industries such as construction, HVAC, and travel. They refuel, maintain, and wash businesses’ fleets overnight, saving costs on labor, reducing fraud, and increasing revenue.",California
Fleet Space Technologies,https://fleetspace.com/,Fleet delivers the world's first satellite-enabled seismic sensors for critical mineral exploration. The company's solutions enable non-invasive surveying 100x faster to meet the increasing need for critical minerals to supply global electrification,Australia
FleetOps,https://fleetops.ai/,"FleetOps is a freight marketplace that matches truck drivers with shipment opportunities using vehicle data and applied AI. This approach allows the company to send carriers the perfect shipment, at the perfect time, without them spending untold hours searching through loadboards and negotiating terms.",Canada
Flexe,http://flexe.com/,"Flexe is a technology platform that helps enterprises and digitally native brands find warehouses with excess capacity. Their cloud-based platform functions as the Airbnb of warehousing, helping cusomers connect to facilities with available capacity.",West Coast (x-CA)
Flickplay,http://flickplay.co/,FlickPlay is a gamified social commerce platform. Users can create and activate limited edition AR experiences using the company’s interactive map game and camera.,California
Florence Healthcare,http://www.florencehc.com/,"Florence Healthcare develops workflow automation software designed to make clinical trial documents compliant, accessible, and simple. It advances clinical trials through software, managing document and data flow between research sites and sponsors.",Southeast
