,"Concert Genetics is a software and managed services company that promotes health by providing the digital infrastructure for reliable and efficient management of genetic testing and precision medicine. Concert’s genetic testing management capabilities leverage a proprietary database of the U.S. clinical genetic testing market, market-leading expertise, and a technology platform that supports genetic test ordering, resulting, coding, coverage, and payment integrity.",https://www.concertgenetics.com/
Company Name,Description,Website
,"Based in Nashville, Contessa is the leader and pioneer of Home Recovery Care, a risk-based model that combines all the essential elements of inpatient hospital care in the comfort of patients’ homes. Founded in 2015, Contessa utilizes Care Convergence – a proprietary technology platform – to power the seamless delivery of Home Recovery Care that is safe, affordable and improves patient outcomes. Contessa’s turnkey solution provides upfront savings to health plans, enables health systems to reinvent their care delivery model and helps physicians deliver a better experience for patients.",https://contessahealth.com/
Company Name,Description,Website
,"Conventus Orthopaedics, Inc. is a commercial stage orthopedic company focused on delivering a new standard of care for extremity trauma, lower extremity orthopedic and wound care solutions where there is a significant unmet need or a lack of treatment options.",None
Company Name,Description,Website
,"Founded by oncologists, COTA is committed to creating a precise, patient-first approach to cancer care through the use of real-world data. The company leverages technology-supported human data abstraction methods to make sense of complex, fragmented patient data from the real world. Offering the highest quality oncology real-world data from leading academic and community-based cancer centers and an advanced analytics platform, COTA partners with leading life sciences companies, providers, and payers to ensure that everyone touched by cancer has a clear path to the right care.",https://cotahealthcare.com/
Company Name,Description,Website
,"Crossover Health is a national, team-based medical group with a focus on wellbeing and prevention that extends beyond traditional sick care. The company delivers at scale an entirely new model of healthcare, Primary Health, built on the foundation of trusted relationships, an interdisciplinary care team approach, and outcomes-based payment. Crossover’s Primary Health model integrates primary care, physical medicine, mental health, health coaching, care navigation and more, delivering care in surround-sound—in-person, virtually and via asynchronous messaging. Combining this with a sophisticated approach to data analytics and social determinants of health, Crossover delivers concrete results and measurable value for employers, payers, and most importantly, members. Together we are building a community that embraces healthcare as a proactive part of their lifestyle.",https://crossoverhealth.com/
Company Name,Description,Website
,"Curation Health is a healthcare technology and services company that delivers a clinical decision support platform powered by an analytics engine that seamlessly integrates through a standard application program interface (API) into a majority of the most widely adopted electronic health records (EHR), such as Allscripts, athenahealth, and Epic. The platform engine contains more than 750 clinical rules, which together transform structured and unstructured data from multiple sources into accurate, actionable clinical insights. Curation Health also offers a breadth of value-based care services offerings, including an end-to-end Value-Based Care Strategic Planning program that can help provider organizations evaluate and optimize their VBC infrastructure, team alignment, and technology to uncover additional opportunities for growth and success, including clinical integration, governance, financial risk, coding, provider engagement, and clinical documentation and a provider Incentive Management program designed to enhance patient/member engagement between health plans and providers.",https://curationhealthcare.com/
Company Name,Description,Website
,"Cureatr is a comprehensive medication management (CMM) solutions company dedicated to repairing the United States’ $528 Billion suboptimal medication management problem. Using our technology, we ensure that prescribers have real-time, accurate current medication lists when they write new prescriptions and perform medication reconciliations; by making it easy to draw their attention to potential drug therapy problems, like therapeutic duplication, non-adherence, and substance abuse; and by generating real-time notifications for care managers when patients pick up new, potentially dangerous medications, or fail to pick up their maintenance meds. We also offer clinical services that put our technology into the hands of our own board-approved clinical pharmacists, enabling them to provide ongoing care coordination of their complex medication therapies because our vision is a world where people who need medications can access and use them safely, and effectively so that they can live long healthy lives, in the real world rather than the hospital.",https://www.cureatr.com/
Company Name,Description,Website
,Cystetic is based on the work and intellectual property developed by Dr. Martin Burke at the University of Illinois and is focused on creating novel inhaled therapeutics to restore the ion balance in the lungs to treat cystic fibrosis patients. The restoration of ion balance serves to restore lung function and could be useful in fungal infections.,None
Company Name,Description,Website
,"Cytokinetics is a late-stage biopharmaceutical company focused on discovering, developing and commercializing first-in-class muscle activators and next-in-class muscle inhibitors as potential treatments for debilitating diseases in which muscle performance is compromised. As a leader in muscle biology and the mechanics of muscle performance, the company is developing small molecule drug candidates specifically engineered to impact muscle function and contractility. Cytokinetics is readying for the potential commercialization of omecamtiv mecarbil, its novel cardiac muscle activator, following positive results from GALACTIC-HF, a large, international Phase 3 clinical trial in patients with heart failure. Cytokinetics is conducting METEORIC-HF, a second Phase 3 clinical trial of omecamtiv mecarbil. Cytokinetics is also developing aficamten, a next-generation cardiac myosin inhibitor, for the potential treatment of hypertrophic cardiomyopathies (HCM). The company has announced positive results from Cohorts 1, 2 and 3 in REDWOOD-HCM, a Phase 2 clinical trial of aficamten in patients with symptomatic obstructive HCM. Cytokinetics is conducting start-up activities for SEQUOIA-HCM, the Phase 3 clinical trial of aficamten in patients with obstructive HCM. Cytokinetics is also developing reldesemtiv, an investigational fast skeletal muscle troponin activator, currently the subject of COURAGE-ALS, a Phase 3 clinical trial in patients with amyotrophic lateral sclerosis (ALS). Cytokinetics continues its over 20-year history of pioneering innovation in muscle biology and related pharmacology focused to diseases of muscle dysfunction and conditions of muscle weakness.",https://cytokinetics.com/
Company Name,Description,Website
,"CytomX is a clinical-stage, oncology-focused biopharmaceutical company dedicated to destroying cancer differently. By pioneering a novel class of conditionally activated biologics, powered by its Probody® technology platform, CytomX’s goal is to transcend the limits of current cancer treatments and successfully leverage therapeutic targets that were once thought to be inaccessible. CytomX’s robust and differentiated pipeline includes the wholly-owned praluzatamab ravtansine (CX-2009), an investigational conditionally activated antibody-drug conjugate (ADC) directed toward CD166, and CX-2029, an investigational conditionally activated ADC directed toward CD71 co-developed with AbbVie. These two programs are currently being evaluated in Phase 2 studies, targeting a variety of late-stage, difficult-to-treat cancer types, including breast cancer for praluzatamab ravtansine, and squamous non-small cell lung cancer, and head and neck squamous cell carcinoma for CX-2029. CytomX’s clinical pipeline also includes cancer immunotherapeutic candidates against validated targets such as the CTLA-4-targeting Probody therapeutics, BMS-986249 and BMS-986288, partnered with Bristol Myers Squibb, and our wholly-owned conditionally activated anti-PD-L1 antibody, pacmilimab (CX-072), as well as the Amgen-partnered CX-904, a conditionally activated T-cell-engaging bispecific antibody against the epidermal growth factor receptor on tumor cells and the CD3 receptor on T cells. In addition, CytomX has a diverse preclinical portfolio and strategic collaborations with other leaders in oncology, including AbbVie, Amgen, Astellas, and Bristol Myers Squibb.",https://cytomx.com/
Company Name,Description,Website
Ablexis,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
Actio Biosciences,Actio Biosciences was founded on an understanding that developing new drugs for rare diseases can inform novel treatment approaches for common diseases.,https://www.actiobiosciences.com/
Company Name,Description,Website
,"Acutus Medical is an arrhythmia management company focused on improving the way cardiac arrhythmias are diagnosed and treated. Acutus is committed to advancing the field of electrophysiology with a unique array of products and technologies which will enable more physicians to treat more patients more efficiently and effectively. Through internal product development, acquisitions and global partnerships, Acutus has established a global sales presence delivering a broad portfolio of highly differentiated electrophysiology products that provide its customers with a complete solution for catheter-based treatment of cardiac arrhythmias. Founded in 2011, Acutus is based in Carlsbad, California.",http://acutusmedical.com/
Company Name,Description,Website
,"Adaptive Phage Therapeutics (APT) is a clinical-stage company advancing therapies to treat multi-drug resistant infections. Prior antimicrobial therapeutic approaches have been ”fixed,” while pathogens continue to evolve resistance to each of those therapeutics, causing those drug products to become rapidly less effective in commercial use as antimicrobial resistance (AMR) increases over time. ",https://www.aphage.com/
Company Name,Description,Website
,"ADC Therapeutics (NYSE: ADCT) is a commercial-stage biotechnology company improving the lives of those affected by cancer with its next-generation, targeted antibody drug conjugates (ADCs). The Company is advancing its proprietary PBD-based ADC technology to transform the treatment paradigm for patients with hematologic malignancies and solid tumors. ADC Therapeutics’ CD19-directed ADC ZYNLONTA® (loncastuximab tesirine-lpyl) is approved by the FDA for the treatment of relapsed or refractory diffuse large B-cell lymphoma after two or more lines of systemic therapy. ZYNLONTA is also in development in combination with other agents. Cami (camidanlumab tesirine) is being evaluated in a pivotal Phase 2 trial for relapsed or refractory Hodgkin lymphoma and in a Phase 1b clinical trial for various advanced solid tumors. In addition to ZYNLONTA and Cami, ADC Therapeutics has multiple ADCs in ongoing clinical and preclinical development. ADC Therapeutics is based in Lausanne (Biopôle), Switzerland and has operations in London, the San Francisco Bay Area and New Jersey.",https://www.adctherapeutics.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
,Actio Biosciences was founded on an understanding that developing new drugs for rare diseases can inform novel treatment approaches for common diseases.,https://www.actiobiosciences.com/
Company Name,Description,Website
Acutus Medical,"Acutus Medical is an arrhythmia management company focused on improving the way cardiac arrhythmias are diagnosed and treated. Acutus is committed to advancing the field of electrophysiology with a unique array of products and technologies which will enable more physicians to treat more patients more efficiently and effectively. Through internal product development, acquisitions and global partnerships, Acutus has established a global sales presence delivering a broad portfolio of highly differentiated electrophysiology products that provide its customers with a complete solution for catheter-based treatment of cardiac arrhythmias. Founded in 2011, Acutus is based in Carlsbad, California.",http://acutusmedical.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
