Company Name,Description,Website
Oncorus,"At Oncorus, we are focused on driving innovation to deliver next-generation viral immunotherapies to transform outcomes for cancer patients. We are advancing a portfolio of intratumorally (iTu) and intravenously (IV) administered viral immunotherapies for multiple indications with significant unmet need based on our oncolytic Herpes Simplex Virus (HSV) Platform and Synthetic viral RNA (vRNA) Immunotherapy Platform. Designed to deliver next-generation viral immunotherapy impact, our HSV Platform improves upon key characteristics of this therapeutic class to enhance systemic activity. Our lead HSV program, ONCR-177, is designed to be directly administered into a tumor, resulting in high local concentrations of the therapeutic agent and its five encoded transgenes, as well as low systemic exposure to the therapy, which could limit systemic toxicities. Our pioneering Synthetic vRNA Immunotherapy Platform involves a highly innovative, novel combination of RNA- and oncolytic virus-based modalities designed to realize the potential of RNA medicines for cancer. Our lead IV-administered Synthetic vRNA Immunotherapy clinical candidates, ONCR-021 and ONCR-788, are both currently in IND-enabling studies.",https://www.oncorus.com/
Orchard Therapeutics,"At Orchard Therapeutics, our vision is to end the devastation caused by genetic and other severe diseases. We aim to do this by discovering, developing and commercializing new treatments that tap into the curative potential of hematopoietic stem cell (HSC) gene therapy. In this approach, a patient’s own blood stem cells are genetically modified outside of the body and then reinserted, with the goal of correcting the underlying cause of disease in a single treatment. In 2018, the company acquired GSK’s rare disease gene therapy portfolio, which originated from a pioneering collaboration between GSK and the San Raffaele Telethon Institute for Gene Therapy in Milan, Italy. Today, Orchard has a deep pipeline spanning pre-clinical, clinical and commercial stage HSC gene therapies designed to address serious diseases where the burden is immense for patients, families and society and current treatment options are limited or do not exist. Orchard has its global headquarters in London and U.S. headquarters in Boston.",https://www.orchard-tx.com/
Deerfield Therapeutics,"Pacific Biosciences of California, Inc. is empowering life scientists with highly accurate sequencing platforms. The company’s innovative instruments are based on Single Molecule, Real-Time (SMRT®) Sequencing technology, which delivers a comprehensive view of genomes, transcriptomes, and epigenomes, enabling access to the full spectrum of genetic variation in any organism. Cited in thousands of peer-reviewed publications, PacBio® sequencing systems are in use by scientists around the world to drive discovery in human biomedical research, plant and animal sciences, and microbiology.",https://deerfield.com/news/pacific-biosciences-raises-100-million-to-fund-commercial-product-development
Pairwise Therapeutics,"Driven by the belief that healthy food should be consistently fresh, delicious, and convenient, Pairwise brings together leaders in agriculture, technology, and consumer foods to harness the transformative potential of new genomics technologies to create innovative new products. Pairwise is working to develop new varieties of crops, and to partner with organizations that seek to drive innovation across the plant-based economy. The company was founded by Chief Executive Officer Tom Adams and Chief Business Officer Haven Baker, with scientific co-founders J. Keith Joung, Professor of Pathology at Harvard Medical School, David Liu, Director of the Merkin Institute of Transformative Technologies in Healthcare, and Vice-Chair of the Faculty at the Broad Institute of Harvard and MIT; and Feng Zhang, McGovern Investigator and a professor at MIT.",https://www.pairwise.com/
Pepgen Therapeutics,"PepGen, Inc. is a biotechnology company advancing next-generation oligonucleotide therapies for neuromuscular and neurologic diseases. PepGen’s proprietary Enhanced Delivery Oligonucleotides (EDOs) are designed to target the underlying causes of rare diseases safely and effectively such as Duchenne muscular dystrophy (DMD) and myotonic dystrophy type 1 (DM1). In preclinical studies, PepGen’s enhanced delivery peptides demonstrated success in cell penetration and delivery of therapeutic candidates to multiple tissue types, including cardiac tissue. PepGen was founded by leading neurology researchers in Oxford, UK and is backed by a strong syndicate of investors including RA Capital Management, Oxford Science Enterprises, and others. The company is headquartered in Boston, Mass.",https://pepgen.com/
Perceivebio Therapeutics,"Perceive Biotherapeutics is advancing a deep and diversified pipeline of targets and treatment modalities in multiple therapeutic verticals, with lead pipeline programs in ophthalmology. Perceive was founded on compelling research elucidating two novel protective biologies for treating retinal blindness, developed from foundational collaborations in genetic science and target validation. The Company is backed by Deerfield Management and will be raising a Series B later this year.",https://perceivebio.com/
None Therapeutics,"Founded in Madison, Wisconsin in 2005, Phoenix, LLC. designs and manufactures the world’s strongest accelerator-based high-flux neutron generators. Phoenix’s cutting-edge nuclear technology has been used in the aerospace, defense, medical and energy sectors to improve manufacturing efficiency and quality. Since 2012, Phoenix has designed and delivered neutron generators for a wide range of practical purposes including neutron radiography, nuclear fuel inspection, and medical isotope production, working toward its ultimate goal of both indirectly enabling and directly advancing our understanding of nuclear fusion as a carbon-free source of power.",None
Plenoinc Therapeutics,"Pleno Inc. is a multi-omic instrument platform company democratizing biological target detection for clinical testing and biomedical research. The company’s proprietary Hypercoding™ technology leverages signal processing techniques from the telecommunications industry to deliver targeted biological information at unprecedented scale, precision, and performance. ",https://plenoinc.com/
Practicefusion,"Practice Fusion is the #1 cloud-based ambulatory EHR platform in the U.S., 1 supporting 30,000 medical practices in delivering better care to 5 million patients a month. With a best-in-class satisfaction rate,2 Practice Fusion is committed to delivering intuitive and easy-to-use health IT solutions to small, independent medical practices. Practice Fusion also offers connectivity solutions and services through its platform that can help make healthcare better for everyone—including clinical labs, pharmacies, imaging centers, health systems and other healthcare ecosystem stakeholders. These connected partners utilize the Practice Fusion platform to help coordinate care, and to help develop innovative programs to improve healthcare outcomes, reduce costs and enhance the patient experience.",https://www.practicefusion.com/
Quartethealth ,"Quartet is a leading tech-enabled mental health company that works with health plans, systems, and provider groups to deliver speed to quality mental health care for all. Through sophisticated data and analytics, along with personalized services, Quartet exists to advance quality care as defined by four measures: speed to care, seamless patient experiences, improved health outcomes, and affordability. To date, more than 300,000 patients have connected with Quartet for mental health care, 80% of which are referred from primary care. The company is backed by venture funding from top investors including Oak HC/FT, GV (formerly Google Ventures), F-Prime Capital Partners, Polaris Partners, Deerfield Management, Echo Health Ventures, Centene Corporation, and Independence Health Group.",https://www.quartethealth.com/
Ray therapeutics ,"Ray Therapeutics is developing novel optogenetics gene therapies for patients with blinding diseases. The company’s mission is to use optogenetics to restore vision, independent of genetic mutation for patients with inherited retinal diseases. Ray Therapeutics is based in San Francisco, CA.",https://raytherapeutics.com/
Recoverycentersofamerica,"Recovery Centers of America is dedicated to helping patients achieve a life of recovery through evidence-based alcohol and drug addiction treatment. RCA has ten inpatient facilities in the United States in Earleville and Waldorf, Maryland, Danvers and Westminster, Massachusetts; Devon (near Philadelphia), and Monroeville (near Pittsburgh), Pennsylvania; South Amboy and Mays Landing, NJ; St. Charles, Illinois (outside of Chicago), and Indianapolis, Indiana. A full spectrum of outpatient treatment is also provided at many of these facilities and in Voorhees, NJ. RCA also provides Medication-Assisted Treatment (MAT) at its treatment centers and at standalone facilities in Trenton, Woodbridge, and Somerdale, NJ and in Lansdowne, PA. Patients can obtain immediate substance use disorder care by calling 1-800-Recovery with complimentary transportation provided in most cases.",https://recoverycentersofamerica.com/
RedBrick,"RedBrick helps companies transform the health of their organizations by inspiring their people to be fully engaged in life and at work. Starting with each person’s unique needs, RedBrick combines advanced behavior science, adaptive technology and a deep bench of live experts. The industry’s most highly configurable platform actively integrates each organization’s benefits and resources with RedBrick’s own extensive content and capabilities. Hundreds of leading organizations rely on RedBrick to measurably improve their well-being and benefits engagement, while delivering a better employee experience.",None
REGENXBIO Inc,"REGENXBIO Inc. is a next-generation gene therapy company, developing a new class of personalized therapies based on its proprietary NAV® Technology platform. REGENXBIO is leveraging its proprietary NAV® Technology to develop treatments for central nervous system (CNS) diseases such as Hurler Syndrome (MPS I) and Hunter Syndrome (MPS II), as well as other diseases in which gene therapy can make a meaningful difference in patients’ lives.",https://www.regenxbio.com/
Reprieve Cardiovascular,"Reprieve Cardiovascular is a pioneering medical device company focused on automated fluid management technologies for acute heart failure treatment. The company’s Reprieve technology is being investigated as an innovative fluid management treatment that provides clinicians with the ability to precisely control a patient’s fluid volume and may enable improved cardiac care with safe, effective decongestion of acutely decompensated heart failure patients (ADHF). Reprieve Cardiovascular, Inc. and RenalGuard Solutions, Inc. are subsidiaries of parent company CardioRenal Systems, Inc.",https://reprievecardio.com/
Revolution Medicines,"Revolution Medicines is a clinical-stage oncology company developing novel targeted therapies for RAS-addicted cancers. The company’s R&D pipeline comprises RAS(ON) Inhibitors designed to suppress diverse oncogenic variants of RAS proteins, and RAS Companion Inhibitors for use in combination treatment strategies. RAS(ON) Inhibitors in development include RMC-6236 (RASMULTI), RMC-6291(KRASG12C), RMC-9805 (KRASG12D) and RMC-8839 (KRASG13C), and a pipeline of research compounds targeting additional RAS variants. RAS Companion Inhibitors in clinical development include RMC-4630 (SHP2) and RMC-5552 (mTORC1/4EBP1).",https://www.revmed.com/
Rhythmtx Therapeutics,"Rhythm is a biopharmaceutical company focused on developing peptide therapeutics for the treatment of rare genetic deficiencies that result in life-threatening metabolic disorders. Rhythm’s lead peptide product candidate is setmelanotide, a first-in-class melanocortin 4 receptor (MC4R) agonist for the treatment of rare genetic disorders of obesity. The company is based in Boston, Massachusetts.",https://www.rhythmtx.com/
Ribontx Therapeutics,"Ribon Therapeutics is a clinical stage biotechnology company developing therapeutics targeting novel enzyme families activated under cellular stress conditions that contribute to disease. We are exploring novel areas of biology to develop effective treatments for patients with limited therapeutic options. Leveraging our proprietary BEACON+ (Blocking the Enzyme Activity Component of NAD+) platform, we are building a pipeline of selective, small molecule inhibitors to numerous NAD+-utilizing enzymes, beginning with monoPARPs, which have applications across multiple therapeutic areas. Ribon is located in Cambridge, Massachusetts.",https://ribontx.com/
Rubiconmd ,"RubiconMD is leading the mission to democratize medical expertise through its virtual-first specialty care solutions. The RubiconMD eConsult and Behavioral Health platforms remove barriers to specialty expertise by rapidly connecting primary care clinicians to a board-certified panel of experts. These solutions empower clinicians to deliver higher-quality care plans in a timely manner. RubiconMD eliminates unnecessary referrals and services, reduces patient wait times and travel burdens, and allows primary care to practice at the top of their license. With RubiconMD clinical teams can streamline their workflows, lower the cost of care, and deliver a better patient experience.",https://www.rubiconmd.com/
Schrodinger ,"Schrödinger is transforming the way therapeutics and materials are discovered. Schrödinger has pioneered a physics-based software platform that enables discovery of high-quality, novel molecules for drug development and materials applications more rapidly and at lower cost compared to traditional methods. The software platform is used by biopharmaceutical and industrial companies, academic institutions, and government laboratories around the world. Schrödinger’s multidisciplinary drug discovery team also leverages the software platform to advance collaborative programs and its own pipeline of novel therapeutics to address unmet medical needs. Founded in 1990, Schrödinger has over 500 employees and is engaged with customers and collaborators in more than 70 countries.",https://www.schrodinger.com/
Sentreheart ,"SentreHEART is a privately owned medical device company based in Redwood City, CA. Founded in 2005, SentreHEART has developed innovative technology for remote delivery of suture for closure of anatomic structures including the left atrial appendage. SentreHEART is the only company that offers both percutaneous and surgical options for immediate and complete LAA closure without the need for an implant.",https://sentreheart.com/
sfunga Therapeutics ,Sfunga Therapeutics is a research and development company that focuses on systemic and life-threatening fungal infections.,None
Shockwave medical ,"Shockwave Medical is focused on developing and commercializing products intended to transform the way calcified cardiovascular disease is treated. The company aims to establish a new standard of care for the interventional treatment of atherosclerotic cardiovascular disease through differentiated and proprietary local delivery of sonic pressure waves for the treatment of calcified plaque, which the company refers to as Intravascular Lithotripsy (IVL). IVL is a minimally invasive, easy-to-use and safe way to significantly improve patient outcomes.",https://shockwavemedical.com/
Singulargenomics ,"Singular Genomics is a life science technology company that is leveraging novel, next generation sequencing (NGS) and multiomics technologies to build products that empower researchers and clinicians. Our mission is to accelerate genomics for the advancement of science and medicine. Our Singular Sequencing Engine is the foundational platform technology that forms the basis of our products in development as well as our core product tenets: accuracy, speed, flexibility and power. We are currently developing two integrated solutions that are purpose built to target applications in which these core product tenets matter most. Our first integrated solution, the G4 sequencing platform, is targeted at the NGS market. Our second integrated solution in development, the PX, combines single cell analysis, spatial analysis, genomics and proteomics in one integrated instrument to offer a versatile multiomics solution. The G4 and PX sequencing platforms are both comprised of an instrument and an associated menu of consumable kits.",https://singulargenomics.com/
Somatus ,"Somatus partners with leading nephrology and primary care groups, health plans, and health systems to provide integrated medical care for patients with, or at risk of developing, kidney disease. As the market leader in value-based kidney care, Somatus’ vertically integrated clinical services and technology delay or prevent disease progression, improve quality and care coordination, and increase the use of home dialysis modalities and rates of kidney transplantation. The company is headquartered in McLean, Virginia, and founded by a team of world-class healthcare operators, successful entrepreneurs, and leading clinicians treating kidney disease.",https://somatus.com/
Sparktx Therapeutics,"Spark Therapeutics is a fully integrated, commercial company committed to discovering, developing and delivering gene therapies. Founded in 2013, Spark Therapeutics is the first company in the U.S. to receive FDA approval of a gene therapy for a genetic disease. Today, as a member of the Roche Group, Spark is focused on breaking barriers for people and families affected by genetic diseases, including blindness, hemophilia, lysosomal storage disorders and neurodegenerative disease, and currently has four programs in clinical trials. At Spark, the vision is a world where no life is limited by a genetic disease. A best place to work headquartered in Philadelphia, Spark is fueled by a diverse, experienced team united in a collective goal: challenging the inevitability of genetic diseases.",https://sparktx.com/
Spectrawave ,"SpectraWAVE, located in Bedford, MA, is a privately held medical device company founded in 2017 to provide unrivaled optical and computational insights for the treatment and prevention of coronary artery disease (CAD). CAD, the buildup of plaque in the wall of the arteries that supply blood to the heart, affects 18.2 million adults age 20 and older. In CAD patients that undergo percutaneous stent placement, it is estimated that one in five patients experience adverse events, with half of those adverse events caused by high risk plaques that were previously left untreated. The SpectraWAVE medical imaging platform is a state-of-the-art integration of proven imaging technologies – designed to help interventional cardiologists understand their patients and optimize interventions.",https://www.spectrawave.com/
springtide ,"Springtide is an interdisciplinary multi-site practice treating children with autism spectrum disorder (ASD) and developmental delays.  Our mission is to bring accessible, high quality, and affordable care to families through our thoughtfully designed centers, streamlined technology and family-centric practice.",https://myspringtide.com/
Steadymed ,"SteadyMed Ltd. is a specialty pharmaceutical company focused on the development of drug products to treat orphan and high value diseases with unmet parenteral delivery needs. The company’s lead drug product candidate is Trevyent, a development-stage drug-device combination product that combines SteadyMed’s PatchPump technology with treprostinil, a vasodilatory prostacyclin analogue to treat PAH. SteadyMed has signed an exclusive license and supply agreement with Cardiome Pharma Corp. for the commercialization of Trevyent in Europe and the Middle East. In March 2018, Cardiome sublicensed its rights to sell Trevyent in Canada to Cipher Pharmaceuticals. SteadyMed has offices in San Ramon, California and Rehovot, Israel.",https://www.steadymed.com/
Stelexis ,"Stelexis is a New York‐based cancer therapeutics company, utilizing its proprietary platform to selectively target pre‐cancerous stem cells to discover and develop transformative therapies.",https://stelexis.com/
Strataoncology,"Strata Oncology, Inc. is a precision oncology company dedicated to delivering the best possible treatment for each patient with cancer. The company combines molecular profiling, real-world data, and a large-scale clinical trial platform to identify and deliver optimal treatments for patients with cancer.",https://strataoncology.com/
Synlogictx,"Synlogic is a clinical-stage biotechnology company developing medicines through its proprietary approach to synthetic biology. Synlogic’s pipeline includes its lead program in phenylketonuria (PKU), which has demonstrated proof of concept with plans to start a pivotal, Phase 3 study in the second half of 2022, and additional novel drug candidates designed to treat homocystinuria (HCU) and enteric hyperoxaluria. The rapid advancement of these potential biotherapeutics, called Synthetic Biotics, has been enabled by Synlogic’s proprietary, reproducible, target-specific drug design. Synlogic uses precision genetic engineering of well-characterized probiotics to exert localized activity for therapeutic benefit, with a focus on metabolic and immunologic diseases. Synlogic is also working with Roche in a research collaboration focused on the discovery of a novel Synthetic Biotic for the treatment of inflammatory bowel disease and with Ginkgo Bioworks to include additional undisclosed preclinical assets, combining Synlogic’s approach to Synthetic Biotics with Ginkgo’s Codebase and Foundry services.",https://www.synlogictx.com/
Synthekine ,"Synthekine is an engineered cytokine therapeutics company developing disease-optimized treatments. The company uses immunological insights to guide targeted protein engineering to generate transformative medicines for cancer and autoimmune disorders. Using the principles of cytokine partial agonism and immunological specificity, Synthekine designs differentiated therapeutics to be both safe and efficacious. Its lead programs have shown promising efficacy and tolerability in preclinical studies, and it is developing additional cytokine partial agonists that selectively modulate key pathways of the immune system.",https://www.synthekine.com/
Syros ,"Syros is redefining the power of small molecules to control the expression of genes. Based on its unique ability to elucidate regulatory regions of the genome, Syros aims to develop medicines that provide a profound benefit for patients with diseases that have eluded other genomics-based approaches. Syros is advancing a robust clinical-stage pipeline, including: tamibarotene, a first-in-class oral selective RARα agonist in RARA-positive patients with higher-risk myelodysplastic syndrome and acute myeloid leukemia; SY-2101, a novel oral form of arsenic trioxide in patients with acute promyelocytic leukemia; and SY-5609, a highly selective and potent oral CDK7 inhibitor in patients with select solid tumors and blood cancers. Syros also has multiple preclinical and discovery programs in oncology and monogenic diseases.",https://www.syros.com/
Thediscoverylabs Therapeutics,"The Discovery Labs is the first complete global platform for discovery, development, and delivery of life-changing science and technology. The Discovery Labs ecosystem supports several signature businesses including the Center for Breakthrough Medicines, the largest single-point cell and gene therapy contract development and manufacturing organization in the world, and Discovery Labs Real Estate which acquires and builds life science portfolios in global innovation hubs.",https://thediscoverylabs.com/
Titanpharm Pharmaceuticals,"Titan Pharmaceuticals, Inc. (NASDAQ:TTNP), based in South San Francisco, CA, is a development stage company developing proprietary therapeutics with its ProNeura® long-term, continuous drug delivery technology. The ProNeura technology has the potential to be used in developing products for treating a number of chronic conditions, where maintaining consistent, around-the-clock blood levels of medication may benefit the patient and improve medical outcomes. Ultimate validation of the ProNeura® delivery system has been exemplified by approval of Probuphine in the US (FDA), EU (EMA) and Canada (Health Canada). Key ongoing ProNeura implant programs include IND-enabling, non-clinical assessment of TP-2021, a potent peptide kappa opioid agonist for the long-term treatment of severe, chronic pruritis, and nalmefene, a mu opioid receptor blocker designed to decrease relapse and potential death from overdose in detoxed patients with Opiate Use Disorder.",https://www.titanpharm.com/
Xiliotx Therapeutics,"Xilio Therapeutics is a biotechnology company focused on harnessing the immune system to achieve deep and durable clinical responses to improve the lives of patients with cancer. The company is using its proprietary geographically precise solutions (GPS) platform to rapidly engineer novel molecules, including cytokines and other biologics, that are designed to optimize their therapeutic index. These molecules are designed to localize activity within the tumor microenvironment without systemic effect, resulting in the potential to achieve enhanced anti-tumor activity. Xilio is building a pipeline of wholly owned, tumor-selective, GPS-enabled cytokine and checkpoint inhibitor product candidates, including XTX101, a tumor-selective anti-CTLA-4 monoclonal antibody; XTX202, a tumor-selective IL-2; XTX301, a tumor-selective IL-12; and XTX401, a tumor-selective IL-15.",https://xiliotx.com/
None Therapeutics,"Verté Therapeutics, LLC is focused on innovative drugs and delivery systems for companion animal therapeutics. We concentrate on improving outcomes for important animal health diseases where these technologies may be beneficial.",None
Vestahealthcare,"Vesta Healthcare is an industry-leading clinical provider and technology services organization dedicated to connecting caregiver insights to the rest of the care team. Vesta Healthcare proactively identifies the need for additional resources in the home and delivers 24/7 telehealth for caregivers and care recipients, with a focus on high-need, frail senior populations. Vesta partners with home care agencies, health plans, and providers to create value-based population health programs that emphasize clinical quality, improved health outcomes, and personalized engagement. Vesta Healthcare is headquartered in New York, NY.",https://vestahealthcare.com/
Vetpartners ,"Veterinary Practice Partners (VPP) is a trusted business partner to veterinarians. VPP co-owns practices in partnership with veterinarians, and works relentlessly to grow and manage each practice, while retaining its unique identity and culture. VPP’s family of practices has enjoyed industry-leading growth and profitability improvements. VPP’s team has deep experience in driving sustained, above-average revenue growth, cultivating exceptional practice staff, and overseeing back-office operations, including marketing, finance, accounting and human resources. Veterinarians partner with VPP because it enables them to focus on delivering high-quality patient care and foster lasting relationships with pet owners, while remaining owners in the practices they have committed a lifetime to building.",https://www.vetpartners.com/
Vibliome,"Vibliome has discovered a new, systematic approach for the development of small molecule kinase inhibitors with unique profiles and a very high degree of selectivity. This platform technology is ideally suited to support emerging therapeutic approaches for cancer and other diseases where selective kinase targeting is needed. The company is based in Bozeman, Montana, and New York City.",https://vibliome.com/
Vicinitas Therapeutics ,"Vicinitas Therapeutics is a biotechnology company focused on targeted protein stabilizers known as Deubiquituinase Targeting Chimeras (DUBTACs). The company’s mission is to use this proprietary technology to solve critical problems in human health by developing next-generation disease therapies against an entire class of previously inaccessible disease-causing proteins. Spun out of technology that was developed through an academic-industry collaboration between Novartis Institutes for BioMedical Research and researchers at the University of California, Berkeley, Vicinitas Therapeutics is based in South San Francisco, California.",https://vicinitastx.com/
Vital Access,"Vital Access designs and manufactures surgical and interventional technologies to improve vascular access for patients and their caregivers. Vascular access challenges have driven the company to develop the VWING™ Vascular Needle Guide, which is currently approved for use in markets such as the United States, Canada, Europe and New Zealand. Vital Access and its employees are committed to quality and improving patient care. Our focus is developing solutions for access surgeons, clinicians and patients.",None
Voyager Therapeutics,Voyager Therapeutics (Nasdaq: VYGR) is leading the next generation of AAV gene therapy to unlock the potential of the technology to treat devastating diseases. Proprietary capsids born from the Company’s TRACER™ screening platform are powering a rich early-stage pipeline of new and second-generation programs and may elevate the field to overcome the limitations of conventional gene therapy vectors across neurologic disorders and other therapeutic areas.,https://www.voyagertherapeutics.com/
V-Wave Ltd,"V-Wave Ltd., is a privately-held medical device company with offices in Israel and the U.S. Venture investors include BRM Group, Pontifax, TriVentures, Pura Vida Investments, BioStar Ventures, Endeavour Vision, Quark Venture, Aperture Venture Partners and strategic investor Johnson & Johnson Innovation – JJDC Inc.",https://vwavemedical.com/
WaferGen Biosystems,"WaferGen Biosystems, Inc. is a leader in the development, manufacture and sale of state-of-the-art systems for genomic analysis for the life science and pharmaceutical industries. The company currently offers the breakthrough SmartChip Real-Time PCR System, the next-generation Real-Time PCR system for discovery and validation of biomarkers, or gene expression patterns, on a single platform. WaferGen believes that the SmartChip System is ideal for researchers seeking to confirm discoveries made with the growing use of next-generation sequencing. In addition, the high throughput capabilities of the SmartChip System enable researchers to extend their research across large panels of genes, and hundreds of samples, at a very reasonable cost.",None
Wellfount,"Wellfount is a pioneering institutional pharmacy providing pharmaceutical products and services to both local and national long-term care facilities that house an increasing number of the nation’s aging population. The company aims to address the shortcomings of traditional LTC pharmacy services through its innovative TED Rx pharmacy service. Wellfount’s TED Rx system enables on-demand patient-specific medication dispensing at the point of care, which reduces drug waste and helps eliminate human error. Wellfount is headquartered in Indianapolis, IN.",None
Windtreetx Therapeutics,"Windtree Therapeutics, Inc. is advancing multiple late-stage interventions for acute cardiovascular and acute pulmonary disorders to treat patients in moments of crisis. Using new scientific and clinical approaches, Windtree is developing a multi-asset franchise anchored around compounds with an ability to activate SERCA2a, with lead candidate, istaroxime, being developed as a first-in-class treatment for acute heart failure and for early cardiogenic shock. Windtree’s heart failure platform includes follow-on oral pre-clinical SERCA2a activator assets as well. In pulmonary care, Windtree has focused on facilitating the transfer of the clinical development of AEROSURF®, to its licensee in Asia, Lee’s HK. Windtree is also evaluating KL4 surfactant for the treatment of acute respiratory distress syndrome in COVID-19 patients. Included in Windtree’s portfolio is rostafuroxin, a novel precision drug product targeting hypertensive patients with certain genetic profiles.",https://windtreetx.com/
WorldOne,"WorldOne is the global leader in healthcare data collection, insights and intelligence. Headquartered in New York with 18 regional offices across North America, South America, Europe and Asia-Pacific, WorldOne brings online and offline access to medical professionals through a range of differentiated products and services. In July 2012, WorldOne acquired Sermo, the largest online physician community in the United States, to provide an expanded platform for its Global Networked Community comprising over 1.8 million healthcare professionals spanning 80 countries, including more than 385,000 US physicians.",https://deerfield.com/news/deerfield-announces-35-million-investment-in-worldone
Xerispharma ,"Xeris (Nasdaq: XERS) is a biopharmaceutical company developing and commercializing unique therapies for patient populations in endocrinology, neurology, and gastroenterology. Xeris has two commercially available products; Gvoke®, a ready-to-use liquid glucagon for the treatment of severe hypoglycemia, and Keveyis®, the first and only FDA-approved therapy for primary periodic paralysis. In addition, Recorlev® was recently approved by the U.S. Food and Drug Administration for the treatment of endogenous Cushing’s syndrome. Xeris also has a robust pipeline of development programs to extend the current marketed products into important new indications and uses and bring new products forward using its proprietary formulation technology platforms, XeriSol™ and XeriJect™, supporting long-term product development and commercial success. Xeris is headquartered in Chicago, IL.",https://www.xerispharma.com/
